"GDP","GDPDEF","CREDIT","INFLOWS","BDLEV","WXSR","VIX"
0.00362619800964836,0.0111438352842628,0.0509879648997043,0.0312682698654179,-0.0284430706875929,7.66850936415486,-0.241300296109323
0.000664204837425686,0.00852459759755764,0.0791654686307499,0.0700549815474512,0.0455089172955829,7.51045173170882,0.630241733832331
-0.00914921287089321,0.0074206882065555,0.0334431515488873,0.0518121805036929,0.0895116674175327,6.7576338713869,-0.0984756104683635
-0.00469159682848463,0.00974340339946345,-0.0547939016993659,0.0118325173980285,-0.0253624733184332,5.75942857834753,-0.446476658121358
0.00776726256778737,0.00731123513742027,0.00540882917672825,0.0162775118626488,0.0466945170893114,5.52920423423313,0.146845797263564
0.00504235343361259,0.00779432256478962,0.0403280777092512,0.0137576771542767,0.0697739672187718,5.01706150028372,-0.209805786108086
0.00347602538605685,0.00591109197451622,0.0660465330218116,0.0175530614767592,-0.0250206545252554,3.74803748176444,0.197453596117134
0.011900866196493,0.0037069313634337,-0.0424038957157649,0.0245168600329775,-0.0281084166998724,3.52929196186183,-0.176847184810077
0.0107852851251842,0.00599860655479301,0.0586463231732264,0.0227692356648941,0.0239115786670947,3.41979860362263,-0.192259526784087
0.0098379894408005,0.00488132669086916,0.0402168883221456,0.0273311579401092,0.101665716337595,2.84950075215069,0.0673435720651798
0.0103674238668354,0.00685097117984856,-0.0578665736997408,0.017119901567078,-0.0646642169672278,2.75757713285953,-0.127546934309282
0.00167495508737403,0.00559492716452681,0.02938999557602,-0.0020915745330532,0.0571075541823327,2.92547776657819,-0.00318725369417905
0.00579804679800766,0.00593882734254869,0.0324668097089926,0.0494969999945605,0.00849405808296888,3.13662932663363,-0.106869146196433
0.00476405732619867,0.00591929700045846,0.0177539448491739,0.0129376347729604,-0.0322520316090018,3.03764463590414,0.142923207970964
0.0135115842925284,0.00543660583980721,-0.0232644193368419,0.0105955212937401,-0.0150596204685596,3.12744610945956,-0.108015649760162
0.00965418946359975,0.00477710368660755,0.0289783358491054,0.0184289044319481,0.0534951070006859,3.6875159333393,0.561818701566465
0.0134658017299909,0.00481559093325057,0.041350455658101,0.00332563229860217,0.0348550947616664,4.68378122592799,-0.311934684057274
0.00582745943092711,0.00572088303900298,0.0331497821465838,0.0114186561991474,0.0301239455842897,5.07684064075015,-0.0471882415200988
0.0113855929221653,0.00540090822074824,0.0112724514263398,-0.000876158438526176,-0.064162283483769,7.11696591754881,-0.078643127319113
