"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1950Q1,1950Q2,1950Q3,1950Q4,1951Q1,1951Q2,1951Q3,1951Q4,1952Q1,1952Q2,1952Q3,1952Q4,1953Q1,1953Q2,1953Q3,1953Q4,1954Q1,1954Q2,1954Q3,1954Q4,1955Q1,1955Q2,1955Q3,1955Q4,1956Q1,1956Q2,1956Q3,1956Q4,1957Q1,1957Q2,1957Q3,1957Q4,1958Q1,1958Q2,1958Q3,1958Q4,1959Q1,1959Q2,1959Q3,1959Q4,1960Q1,1960Q2,1960Q3,1960Q4,1961Q1,1961Q2,1961Q3,1961Q4,1962Q1,1962Q2,1962Q3,1962Q4,1963Q1,1963Q2,1963Q3,1963Q4,1964Q1,1964Q2,1964Q3,1964Q4,1965Q1,1965Q2,1965Q3,1965Q4,1966Q1,1966Q2,1966Q3,1966Q4,1967Q1,1967Q2,1967Q3,1967Q4,1968Q1,1968Q2,1968Q3,1968Q4,1969Q1,1969Q2,1969Q3,1969Q4,1970Q1,1970Q2,1970Q3,1970Q4,1971Q1,1971Q2,1971Q3,1971Q4,1972Q1,1972Q2,1972Q3,1972Q4,1973Q1,1973Q2,1973Q3,1973Q4,1974Q1,1974Q2,1974Q3,1974Q4,1975Q1,1975Q2,1975Q3,1975Q4,1976Q1,1976Q2,1976Q3,1976Q4,1977Q1,1977Q2,1977Q3,1977Q4,1978Q1,1978Q2,1978Q3,1978Q4,1979Q1,1979Q2,1979Q3,1979Q4,1980Q1,1980Q2,1980Q3,1980Q4,1981Q1,1981Q2,1981Q3,1981Q4,1982Q1,1982Q2,1982Q3,1982Q4,1983Q1,1983Q2,1983Q3,1983Q4,1984Q1,1984Q2,1984Q3,1984Q4,1985Q1,1985Q2,1985Q3,1985Q4,1986Q1,1986Q2,1986Q3,1986Q4,1987Q1,1987Q2,1987Q3,1987Q4,1988Q1,1988Q2,1988Q3,1988Q4,1989Q1,1989Q2,1989Q3,1989Q4,1990Q1,1990Q2,1990Q3,1990Q4,1991Q1,1991Q2,1991Q3,1991Q4,1992Q1,1992Q2,1992Q3,1992Q4,1993Q1,1993Q2,1993Q3,1993Q4,1994Q1,1994Q2,1994Q3,1994Q4,1995Q1,1995Q2,1995Q3,1995Q4,1996Q1,1996Q2,1996Q3,1996Q4,1997Q1,1997Q2,1997Q3,1997Q4,1998Q1,1998Q2,1998Q3,1998Q4,1999Q1,1999Q2,1999Q3,1999Q4,2000Q1,2000Q2,2000Q3,2000Q4,2001Q1,2001Q2,2001Q3,2001Q4,2002Q1,2002Q2,2002Q3,2002Q4,2003Q1,2003Q2,2003Q3,2003Q4,2004Q1,2004Q2,2004Q3,2004Q4,2005Q1,2005Q2,2005Q3,2005Q4,2006Q1,2006Q2,2006Q3,2006Q4,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,
"Nicaragua","278","Financial Account, Net (with Fund Record), Other Investment Net (with Fund Record), Net incurrence of liabilities (with Fund Record), US Dollars","BFOLFR_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","278","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5300000","12400000","200000","4100000","1300000","42000000","65300000","-13900000","67300000","-22300000","-30400000","-25400000","-50100000","-12900000","8600000","-6200000","-9400000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3300000","-600000","200000","500000","-300000","-500000","0","100000","-900000","-1300000","100000","400000","34500000","200000","1000000","100000","1000000","1600000","-100000","-2000000","1600000","-7500000","400000","-1700000","12200000","1500000","-300000","-2500000","-2600000","400000","-14500000","0","0","-600000","-200000","0","-1000000","0","0","-100000","100000","100000","-100000","-10779500","0","280000","-49999.9901210447","96554.8657663586","217945.114252104","299999.999726957","-19999999.9898974","0","100000",
"Nicaragua","278","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K",,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iraq","433","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, US Dollars","BFDL_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"311500000","-791900000","-404500000","-1450400000","-1831000000","-3154000000","-2990400000","-2201000000","-1466100000","-2405900000","-2112600000","-1589600000","-1289000000","-1666000000","-1672400000","-1628500000","-1344900000","-1287400000","-1357300000","-1042800000","-1642100000","-593700000","-1434900000","-1214400000","-752300000","-653100000","-824600000","-845600000","-1073700000","-533600000","-735900000","-515900000","-1010000000","-547600000","-313700000","-766000000","-356600000","-552500000","-741100000","-438000000","-1051800000","-1066400000","-1466100000","-1779200000",,,,,
"Iraq","433","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, US Dollars","BFDL_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,
"Israel","436","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, US Dollars","BFDL_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16000000","32000000","30000000","36000000","33000000","42000000","58000000","16000000","12000000","25000000","24000000","23000000","24000000","3000000","16000000","2000000","7000000","14000000","14000000","12000000","21000000","20000000","13000000","27000000","4000000","9000000","12000000","14000000","-8000000","7000000","9000000","3000000","8000000","12000000","6000000","25000000","26500000","34400000","19900000","33600000","-1200000","11200000","1000000","10300000","12300000","22000000","24600000","19600000","22200000","16200000","25400000","25700000","21200000","12900000","42200000","36000000","28100000","7400000","51900000","56000000","28600000","44500000","56400000","94600000","64800000","30200000","135900000","36300000","21000000","18200000","88300000","32900000","35000000","45300000","47400000","23300000","20000000","11700000","73200000","240700000","33100000","269800000","140700000","144900000","21000000","120100000","110100000","353700000","52000000","63000000","131200000","195400000","343200000","607000000","181200000","218900000","129700000","620500000","221800000","425100000","583600000","240900000","376800000","432500000","402100000","164700000","485000000","685600000","950700000","1478600000","947800000","772900000","1331500000","2206200000","2901000000","1608800000","364300000","795600000","148000000","463400000","388900000","572000000","472200000","149400000","1005000000","809100000","316900000","1191000000","638700000","233100000","719300000","1355800000","1822500000","1692200000","-58500000","1362200000","3289000000","1975700000","2366200000","6764600000","3326200000","792400000","1951000000","2728500000","2542200000","2901600000","3024300000","1806100000","1359000000","335300000","1756000000","1156600000","1982800000","-258000000","1915600000","3344300000","2025600000","1145200000","2148300000","3333900000","2409800000","2376200000","2435600000","1795700000","2857400000","5046600000","2337400000","1600800000","4024500000","1636400000","1515500000","-1127500000","4876200000","3186500000","2257100000","1016400000","2718600000","1849600000","2746000000","4673800000","1978800000","1735300000","2726300000","10452100000","3359700000","2708900000","4042300000","11403600000","2905600000","3208100000","4415600000","6833200000","4135300000","10026100000","3249900000","3557400000","6663300000","7253300000","5313700000","-280400000","3185400000","6052000000","5327300000","8318800000","3359000000","4496800000","5601400000","2678000000","1963800000","6299500000","5010500000","3534700000",
"Israel","436","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, US Dollars","BFDL_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iraq","433","Financial Account, Net (with Fund Record), Other Investment Net (with Fund Record), Net incurrence of liabilities (with Fund Record), US Dollars","BFOLFR_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4899999.99999991","59472783.4373797","720737843.252716","1369169956.36139","1020691049.00978","1380839758.39585","1249268389.49724","-2115724404.84662","330106614.093662","-788099911.31403","1680564171.88382","-1557009551.19776","302587858.330394","-1295600000","-948658777.205578","575447087.331214","-762200000","454900000","778610964.435989","2048400000","986200000","540900000","-588090000","555646626.09745","-890212525.936061","655934136.738007","-270951614.562169","205012799.255571","109946601.989021","-717436501.230831","-691690566.489525","-3436492010.17169","14706532.5182472","-4058085508.09937","1591275334.9321","-97531657.660752","-4587111525.18387","-2127642947.84909","296400826.346744","-147500000","-2872100000","-37500000","-2340500000","-797200000",,,,,
"Iraq","433","Financial Account, Net (with Fund Record), Other Investment Net (with Fund Record), Net incurrence of liabilities (with Fund Record), US Dollars","BFOLFR_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,
"Iraq","433","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44300000","54900000","66300000","61600000","91400000","45300000","55800000","49000000","47200000","42000000","25200000","33300000","27600000","54500000","200600000","21600000","17900000","23400000","15800000","20700000","23200000","110400000","24900000","29900000","42900000","41800000","54400000","55100000","56000000","21300000","27800000","42100000","33100000","40800000","36400000","24300000","49200000","82000000","46400000","60700000","90800000","58600000","59300000","77500000",,,,,
"Iraq","433","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,
"Switzerland","146","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-577465513.450808","46236258.4738953","311497938.616583","573518248.99602","14646576.5718563","1145351736.93467","134988491.361842","176416157.20641","69266524.7491359","-83510080.8898351","25283212.3689282","42377531.6283951","-426998491.410935","386034411.167558","622141681.189476","1223109538.94358","-329736073.794496","761620568.853792","846095727.790499","1487418389.27109","708418800.641285","2109575969.31988","1322971962.79795","1505725654.62555","551663395.899541","678412920.776729","340130951.797563","115286584.370985","-1037929458.66511","967049248.984254","43809380.5007211","2922365721.86172","1157439400.57978","-2046404722.82067","-177596467.635346","85226755.7092097","409479259.046454","1738678108.37095","-668102712.450453","-572948415.665074","3348556008.19949","-602327816.638192","362984494.480145","-2320189897.42234","-238013571.698315","11372313356.8268","13443931349.0634","9752052116.74345","8294718682.20054","-808989238.207653","-30902973205.6253","-13033148454.0117","-278354493.718338","30325991.0223298","-1425222828.18285","353857768.451182","243655815.86628","166850331.257963","-1644920587.51469","1805365393.12984","-2558176097.77319","4081839885.49699","-2369531361.35768","311364326.106517","1086722277.86351","-3321231396.28167","-895493982.677596","512095257.973533","-1678583830.70571","-3024429539.44389","674294189.239963","1151764553.74055","1868574210.38511","-1705956480.06504","-426917639.654522","848165641.823299","1376141696.39277","-1644217701.29822","-4008502778.85322","-218546354.815965","225027232.764519","-217290760.066105","19476120.5874373","-2600066710.70481","1953082810.37902","334033333.057153","-243663411.667764","8916828885.31993","-1531696430.11885","-332148834.681601","-232337821.056553","850151980.875306","-10638701317.7068","-2106337765.04187","-8599358354.30264","57483120878.3175","15890839976.6791","19453426351.854","-44986451847.0759","-6406067342.6732","-4423659845.74759","-40024553892.0322","-1629982686.09237","14348551106.4192",
"Switzerland","146","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iraq","433","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Equity and Investment Fund Shares, US Dollars","BFPLE_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29000000","-2500000","5800000","23600000","5700000","499999.999999999","-900000","19700000","16300000","2000000","-3780000","-29600000","-8800000","-1500000","2510000","-1100000","-600000","-100000","100000","1400000","2400000","7100000","300000","-600000","-1400000","1000000","200000","-2700000","-4900000","-400000","12800000","700000","800000","3700000","-1000000","-3500000","0","-100000","200000","0","0","-6000000","-100000","0",,,,,
"Iraq","433","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Equity and Investment Fund Shares, US Dollars","BFPLE_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,
"Netherlands Antilles","353","Financial Account, Other Investment, Net Acquisition of Financial Assets, US Dollars","BFOA_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-24022346.3687151","-9385474.8603352","-23184357.5418994","-55083798.8826816","7098324.02234637","-26972067.0391061","2748603.35195531","-16983240.2234637","18963687.150838","15625139.6648045","3317877.09497207","3784357.54189944","-20708379.8882682","-24434636.8715084","-68860893.8547486","-33306145.2513966","-44692737.4301676","-28972067.0391061","-8290502.79329609","-11044692.7374302","9312290.5027933","15430167.5977654","26759776.5363128","-13659217.877095","-38898324.0223464","60862569.8324022","26476536.3128492","-43788826.8156425","3288826.81564246","-41363128.4916201","18586592.1787709","-20971508.3798883","-82240223.4636872","-33658659.2178771","-8512290.5027933","-10798882.6815642","-58731843.575419","-118966480.446927","-66379888.2681564","-132988826.815642","-179715083.798883","-184720670.391061","-117983240.223464","-198329608.938547","-116491620.111732","-61765363.1284916","-82944134.0782123","-209541899.441341","-89385474.8603352","-151212290.502793","-295603351.955307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bangladesh","513","Financial Account, Net (with Fund Record), Other Investment Net (with Fund Record), Net incurrence of liabilities (with Fund Record), US Dollars","BFOLFR_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150582344.549014","144452167.331558","79908534.8650732","49614541.2213856","63607171.7441115","30756581.0898362","127323718.49313","84000670.1860107","99109582.4435524","145337460.887218","111502271.580576","137796559.967973","26665320.4443995","53116499.2579167","98700414.9491119","104706559.959802","145177740.488784","142182238.658442","156206324.398004","312573313.284875","184019774.255035","247154395.990565","208533648.518598","278015278.344121","283844215.979777","107640804.178056","257546975.846607","125475497.096621","93795354.8794427","194484198.077957","101054482.311315","130304725.119912","107574983.454784","234001272.316164","86480474.3606834","106278898.74915","76177249.3802944","208654800.183359","69783597.1806003","109905954.293243","169361316.053739","201021466.652033","133924842.914653","175645214.814897","286478153.442414","164107594.562827","37175499.7164032","243311418.641073","124768049.82688","137861063.125595","109693931.737092","297226065.520526","355024977.812052","274407010.401666","79644613.2479455","135836822.945652","179204274.956717","263292491.662207","189670859.02583","124568845.163357","284980027.096874","227963790.194971","76017008.970608","252861994.585369","107332974.381453","275904189.886172","224414043.564113","149211397.449767","159597621.30879","87300436.7085788","33567648.7666208","93802754.8741399","228997496.777827","187671830.22653","-62499385.8725968","224129498.803194","151387272.374382","66721521.1219306","-20596085.9327638","177513860.521672","164821254.528996","185821900.398038","-13723938.1938746","200102917.412177","66421178.3526859","114379624.851377","6392552.86793015","105358683.113069","330059889.811055","127728920.132811","-37176935.683023","170726244.419946","95220690.6154393","220813962.355729","61906651.2872712","43627698.7552067","110302394.288997","344330315.191337","-36596307.2177616","200842585.934619","125436918.906003","128687254.748939","-5253719.43286838","307853061.05738","216120100.098379","98218037.0908402","-70417721.3745261","-72423335.2791227","255630026.546515","572676203.590004","-95915044.7163907","-19051986.6316145","72925832.7346447","228330022.380366","274244481.983654","281856420.887793","126628859.081785","56348804.9724467","-199463382.434425","212097777.444867","321501418.203507","512140474.14113","335126017.663651","451207797.497163","-121390041.845441","450188685.468677","-72487528.2637776","407488996.379494","447907519.495184","1243527409.46919","97044868.4409409","336137169.044952","-233192791.550989","214217488.007702","866666215.329599","824424877.039951","1073666407.19851","913611838.130006","-515543463.628664","907758063.46017","5891419.69631804","945756023.374416","-733330423.665145","497467676.001401","-111939450.448139","1261524701.44514","-86676363.8403726","769914980.092171","290293010.274188","805384302.666351","-689505566.471171","2300271269.89692","-327430715.369068","1287907895.19197","-486074125.546995","752945451.922119","-845659289.366008","1197211924.4288","-554816914.566659","1181419481.76358","-102761872.05355","1762467702.21728","-219209183.673469","1085733020.46382","638065250.819991","1698631285.58869","983640690.925601","3106731628.59943","1321150895.38748","3657650059.00193","183188656.201745","2462165873.22688","1593342339.77936","1702286953.93596","-178710801.885509","2341559162.30374","1648064192.91208","3001797290.68316","635109323.929443","2689839820.83406","4165623508.24775","6283567512.04055","4231070158.93686","6420764280.50191","3789913439.05488","4749814225.81001","-1561868424.20165","2234980699.63392","152457607.571956","4726077213.7723","-1780896573.34248","3335464514.64123","-127990079.461424","6001576370.80381","-1654514445.32693","2520342430.10516",
"Bangladesh","513","Financial Account, Net (with Fund Record), Other Investment Net (with Fund Record), Net incurrence of liabilities (with Fund Record), US Dollars","BFOLFR_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands Antilles","353","Financial Account, Net (with Fund Record), Other Investment Net (with Fund Record), Net incurrence of liabilities (with Fund Record), US Dollars","BFOLFR_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7597765.36312849","10949720.6703911","-4022346.36871508","54022346.3687151","24469273.7430168","12849162.0111732","24581005.5865922","70782122.9050279","-26299441.3407821","-5941899.44134078","29434636.8715084","37410055.8659218","-22505921.7877095","64467039.1061452","37790446.9273743","58049162.0111732","-38742290.5027933","3225698.32402235","12841899.4413408","6753072.62569832","-6910614.52513966","37748603.3519553","18407821.2290503","-9960893.8547486","-5726256.98324022","1122905.02793296","29519553.0726257","-893854.748603352","5279329.60893855","21703910.6145251","28122905.027933","4302234.63687151","-25212290.5027933","14000000","5983240.22346369","4977653.63128492","-27944134.0782123","-32173184.3575419","60559776.5363128","-13625698.3240223","-45770949.7206704","7754189.94413408","71916201.1173184","-35234636.8715084","-49932960.8938547","17709497.2067039","63189944.1340782","-51698324.0223464","7519553.0726257","35720670.3910615","106178770.949721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
