"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1950Q1,1950Q2,1950Q3,1950Q4,1951Q1,1951Q2,1951Q3,1951Q4,1952Q1,1952Q2,1952Q3,1952Q4,1953Q1,1953Q2,1953Q3,1953Q4,1954Q1,1954Q2,1954Q3,1954Q4,1955Q1,1955Q2,1955Q3,1955Q4,1956Q1,1956Q2,1956Q3,1956Q4,1957Q1,1957Q2,1957Q3,1957Q4,1958Q1,1958Q2,1958Q3,1958Q4,1959Q1,1959Q2,1959Q3,1959Q4,1960Q1,1960Q2,1960Q3,1960Q4,1961Q1,1961Q2,1961Q3,1961Q4,1962Q1,1962Q2,1962Q3,1962Q4,1963Q1,1963Q2,1963Q3,1963Q4,1964Q1,1964Q2,1964Q3,1964Q4,1965Q1,1965Q2,1965Q3,1965Q4,1966Q1,1966Q2,1966Q3,1966Q4,1967Q1,1967Q2,1967Q3,1967Q4,1968Q1,1968Q2,1968Q3,1968Q4,1969Q1,1969Q2,1969Q3,1969Q4,1970Q1,1970Q2,1970Q3,1970Q4,1971Q1,1971Q2,1971Q3,1971Q4,1972Q1,1972Q2,1972Q3,1972Q4,1973Q1,1973Q2,1973Q3,1973Q4,1974Q1,1974Q2,1974Q3,1974Q4,1975Q1,1975Q2,1975Q3,1975Q4,1976Q1,1976Q2,1976Q3,1976Q4,1977Q1,1977Q2,1977Q3,1977Q4,1978Q1,1978Q2,1978Q3,1978Q4,1979Q1,1979Q2,1979Q3,1979Q4,1980Q1,1980Q2,1980Q3,1980Q4,1981Q1,1981Q2,1981Q3,1981Q4,1982Q1,1982Q2,1982Q3,1982Q4,1983Q1,1983Q2,1983Q3,1983Q4,1984Q1,1984Q2,1984Q3,1984Q4,1985Q1,1985Q2,1985Q3,1985Q4,1986Q1,1986Q2,1986Q3,1986Q4,1987Q1,1987Q2,1987Q3,1987Q4,1988Q1,1988Q2,1988Q3,1988Q4,1989Q1,1989Q2,1989Q3,1989Q4,1990Q1,1990Q2,1990Q3,1990Q4,1991Q1,1991Q2,1991Q3,1991Q4,1992Q1,1992Q2,1992Q3,1992Q4,1993Q1,1993Q2,1993Q3,1993Q4,1994Q1,1994Q2,1994Q3,1994Q4,1995Q1,1995Q2,1995Q3,1995Q4,1996Q1,1996Q2,1996Q3,1996Q4,1997Q1,1997Q2,1997Q3,1997Q4,1998Q1,1998Q2,1998Q3,1998Q4,1999Q1,1999Q2,1999Q3,1999Q4,2000Q1,2000Q2,2000Q3,2000Q4,2001Q1,2001Q2,2001Q3,2001Q4,2002Q1,2002Q2,2002Q3,2002Q4,2003Q1,2003Q2,2003Q3,2003Q4,2004Q1,2004Q2,2004Q3,2004Q4,2005Q1,2005Q2,2005Q3,2005Q4,2006Q1,2006Q2,2006Q3,2006Q4,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,
"Singapore","576","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, US Dollars","BFDL_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Euro Area","163","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Equity and Investment Fund Shares, US Dollars","BFPLE_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6905678211.85723","35492573831.2921","28334787893.3342","34243716857.3544","-101180699271.168","65102877722.7601","35038666825.8477","38989563250.0005","18276816638.7188","89220924584.6145","43642453027.3863","56241254975.9388","27350897568.8695","31965172471.1918","6767167647.63626","12413661242.75","8242859560.57146","35614830085.8212","29774898963.3635","53871728172.6094","21045893884.5","6918436807.82518","30665309242.9096","73572093530.6068","41390781079.1598","8709443022.47714","122711520950.12","119415560158.688","99156729469.6584","34274000630.9033","56890820472.1682","119784641866.481","127235483511.719","69399201387.6442","-20007803217.1842","45566436782.7656","80990382451.6155","-20246274000","-106517983522.725","-134134520273.438","-59641036752.3802","79934659558.0634","130612550481.814","60706511884.6164","15489951796.825","56212932107.9368","90208795572.7277","55064253515.1516","145722298904.687","9084797804.76187","-28903903999.9994","-10855341543.75","74365614800.0013","-35367218709.6764","69799906632.3069","120243708131.25","96820596870.9704","66896046409.5214","43115261333.3337","74618433326.5625","102479956133.33","196310172096.78","108813820213.637","77082953906.25","148797255714.291","53454219812.9015","21153587850","71730377947.6944","-28671752070.9665","90534188490.7704","32112010681.8185","34871512500","67783907326.1524","169731425746.776","126324358876.924","131654093185.713","72419159642.858","57070010828.5725","-62328033756.921","53143024587.5","22253169599.9994","44999690200","159448095866.663","125736271025","-96088079415.625","143755310716.128","86262095995.4541","102250484529.234","127327091533.331","162784176622.216","195372882080.306","283693874619.707","-63914697371.875","-7391881480.95251","-12832705963.6363","141817408612.5","35223573012.3092","21118195867.7426","26510007169.2317","86811356039.6846","31721276015.873","137363306717.465",,,
"Euro Area","163","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Equity and Investment Fund Shares, US Dollars","BFPLE_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"Peru","293","Financial Account, Other Investment, Net Acquisition of Financial Assets, US Dollars","BFOA_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,"177000000","51000000","-12000000","106000000","19000000","-128000000","-107000000","-74000000","-31000000","-270000000","-48000000","-26000000","-135000000","65000000","34000000","600000000","173200000","49200000","-13600000","61200000","248600000","-59574000","211500000","98400000","-249474000","-88561000","46100000","-99200000","29201000","146500000","-68327000","-170888000","99410000","242989000","-291800000","-176141000","-310600000","-129450000","10800000","238500000","-108548459.981801","12878536.6527217","-532310150.534657","-36517541.435","-129636322.820708","-99716319.9928591","203930313.869071","25246279.7069964","-175417390.040867","173442733.905751","-196532701.457982","71032149.4655393","-118665459.126301","149476873.097615","40085233.145135","-84608499.5785281","4211361.6028583","380807776.603619","13673366.2449999","685060218.443","153343020.463553","715428133.539404","75261523.7359993","-435548413.568057","13413507.7296478","594970211.893434","1572607397.57588","-1737677055.59824","-884291467.252334","84549844.005667","420417628.544666","-480271217.246","345395302.999479","312260218.038257","-301384147.693895","-472321222.548216","932115710.221098","886201415.708411","-875869434.777308","1123867644.98843","222518121.329203","-855617330.39395","1400275708.53337","-369616253.034273","943311323.27707","163126970.120668","-908358351.404238","245528356.270888","973516037.811101","-977863379.147141","865187884.090582","-500642745.231304","757602711.790044","-774931751.099867","925561899.42211","225952322.044026","1114619886.70972","199218848.070565","1971275068.00518","-1226848536.58936","-603879966.252721","970024134.65862","-1070772201.53646","488296031.196336","583489385.28391","1443035408.297","-234442001.155654","89576188.631687","-936519967.92855","2219732172.4199","390656391.358993","1156104749.86865","252968408.504598","-1643123967.80531","-1060758054.54892","577908257.899","-35205813.5676668","546094719.271214","836480202.360056","1209068326.2995","1929010690.78542","9787810499.11256","3845478753.31438","802774600.201518","3604387153.51676","963509403.216304","-376331062.718092","-76107006.2758219","393115127.620406","-725173558.804544","1582629571.00166","626076912.939851","-38154195.863085","638874138.196179","-27721050.1292914",,
"Peru","293","Financial Account, Other Investment, Net Acquisition of Financial Assets, US Dollars","BFOA_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","",,
"Uruguay","298","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-665900","-2865900","3794100","-5245900","4408998.8104","2410887.43040001","6357163.05039999","6594564.5904","-10912510.7788396","-609308.77883956","1715386.22116044","9650737.2211604","204594.17415447","3708594.17415447","-3736405.82584553","1209594.17415447","8350613.49699393","8547613.49699393","8752613.49699393","12409613.4969939","1344039.67790941","6143039.67790941","5234039.67790941","2765039.67790941","2449332.97121075","2425332.97121075","4748332.97121075","4204332.97121075","9981691.30927599","9576691.30927599","9199691.30927599","89902691.309276","11193192.6272511","11709192.6272511","1925192.6272511","541192.6272511","17067749.0856616","25688749.0856616","25031749.0856616","22621749.0856616","-54716223.5720773","64614776.4279227","57641776.4279227","-225254223.572077","47781762.6026431","49135163.5326431","37753307.1226431","44525307.1226431","922693960.569296","1626605627.48342","1017793891.49677","586745493.571882","-242500200.362332","-1157514742.67599","-746194046.137089","87996857.1856313","455776021.589692","441776932.920305","521386990.813666","419016478.655327","-16404790.7516546","1138841182.85472","689245632.200882","86659145.3659238","88442863.0095031","384021262.081149","457851281.753996","377441685.810113","1059004073.74492","1577143221.86077","1163174091.46346","924529220.072279","446005305.51103","701278905.880788","695460451.745693","613042645.055806","-256402824.633776","76232395.7641297","14028997.7893665","270316106.345701","-1035571182.86493","1414518951.86254","351086435.294447","-850423705.904482","1047809462.97934","189654844.912407","1344140527.81476","37919127.6004638","1487026701.21645","2034409646.07199","685161949.41103","1725029994.03649","1484855491.43355","943983376.427788","-1507075357.86262","-9125986766.95195","481603623.948621","-757886593.584076","544713723.387539","-431199837.430952",
"Uruguay","298","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Singapore","576","Financial Account, Net (with Fund Record), Other Investment Net (with Fund Record), Net incurrence of liabilities (with Fund Record), US Dollars","BFOLFR_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10603526581.1024","30319475922.8788","-3745696288.14425","3912540310.91447","-3040016025.26336","8616625486.3537","10974293605.2687","9099908197.46796","24507137443.0049","24590071389.9079","28815430453.1911","37401705545.8436","-54412847977.6627","-3207609111.96629","-5397669554.82523","21270451421.4118","-11053821667.2736","-10729934252.7823","928371032.962615","473162562.007994","3927155896.59949","1711791762.49216","5136472846.8184","23842735695.864","10627614106.4613","-11903923421.0556","-5460174917.2752","14840842266.7422","3927334822.11053","-23576065204.8182","8807106117.61848","10474146952.1818","-462579054.97067","8674820774.86271","-7570419988.9627","7369915712.96008","29678729471.9245","2315891529.8058","562998912.616963","13843832364.2436","-7927416790.9809","14045345750.2929","17379502608.7372","19544214167.8053","-16935928699.1026","27496063289.3078","2916102070.53758","5429512403.76389","28400051341.0678","39949798845.5484","41476393303.6194","57435359647.9164","51298311178.3905","-40336879346.1021","36856418749.6123","-48996694048.1659","-16573179603.6243","-14544774630.0072","-13328342692.6313","3576376936.3167","23036923515.5749","13406009632.6648","16851081081.081","3454975576.07221","21446925043.0337","8764764388.05411","55799543056.0846","-40461286788.4521","-16387172472.8915","17431483686.2153","-1562651986.8523","20650199567.5532","16943229559.4097","21484106013.2917","11632765689.0571","47622530329.2893","-4814453843.32474","23050308609.1306","11279066670.2182","24074055960.2563","30410307454.1031","-33773446804.2873","53554493857.3173","-44421724407.3979","-16538580173.6819","5844665194.99632","7288802971.49896","31896110651.3773","-4407130250.61772","3204080166.65469","19391710149.1879","15189973419.9646","57445230753.6773","52090002499.375","-57747441271.0789","24382481999.5636","2559312024.80254","36062276883.9551","23642033060.2549","-8131802845.82661","189878927110.897","-83469692678.0909","-23017169879.9563","12117332541.2149","15874005105.8717","2950321434.82502","37663938871.0871","12720804577.9405","37681408075.7284","13357687559.0094","43296508299.9428","-73935853406.6618","-51611197278.2307","5350832648.79397","31287460791.8201","-699995061.240615","30114773264.3467","6083208118.82653","-3352495453.627","35570624155.3632",
"Singapore","576","Financial Account, Net (with Fund Record), Other Investment Net (with Fund Record), Net incurrence of liabilities (with Fund Record), US Dollars","BFOLFR_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","298","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"163888000","-2832000","36941000","-199512000","-115084781.55","36966262.37","-787158.18999999","-147401540.23","131152815","-273133799","-140677823.5","17902931.5","-875850.00000001","99345250","370373750","52710850","49414721.53","477225736.81","81367243.3","88547443.31","-104971936.4725","5121063.5275","-108416936.4725","-369169936.4725","-6644156.48","-10145156.48","9365843.52","104358843.52","-27130510.23","-93451510.23","-40408510.23","-34515510.23","91165745.255","-23783254.745","-65163254.745","52549745.255","206351621.09","299723621.09","160715621.09","36663621.09","573500621.4325","265745621.4325","341960621.4325","157500621.4325","243698154.23","-305493845.77","-260731845.77","-835330845.77","159847513.29958","-37737727.2754737","252554410.893988","28617015.0100413","194666766.452583","309909297.856465","45738574.8700369","258487409.275943","194091012.69035","20022849.4904446","252020165.896543","38405755.9827169","120750692.373554","177598727.254258","327516775.577284","1308912390.90083","204454899.060674","506753374.236113","319942909.752096","-224527080.81707","-608676612.641878","-155215709.847184","-49050230.1837429","-782154103.827431","-492602175.144921","-155241195.927926","-96714325.8320706","148847328.343238","99890455.6282452","115838610.38595","1499262703.7436","414877016.308075","-834107412.080741","970403093.078644","1385796213.95473","912097724.611045","-75221729.1744126","-239009836.468379","425387725.522893","726839255.324686","81755922.591112","1663771023.18935","-81356376.4128029","611576704.378181","595917578.626902","1080031539.75637","380053503.50892","-557946862.717444","-359912548.315957","-794694815.352166","-161130888.004471","112061975.130978",
"Uruguay","298","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Euro Area","163","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, US Dollars","BFDL_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28226511465.8575","31484371302.969","22541876486.6674","134015210429.356","223595741324.152","75773702655.7281","47109360886.3867","69756162856.985","30955004459.2188","31918915195.0651","32359481795.632","104681685174.417","34824612644.1917","46997182320.9544","25467752724.8481","77820487792.1249","57733037383.1907","37135707058.8211","21602658342.2726","36917252408.375","-434316929.25","12239744183.0314","29973065329.4551","73250775285.9401","105881248115.803","16994868500.662","28822163537.8785","42139182838.3125","52557589797.5368","166909504610.613","61153713225.9681","48243587058.859","123798170455.859","94229745916.5793","123653464491.182","240052349698.516","187302240245.167","-8231297662.5","101351240499.998","-38328667340.625","60212992431.7452","1468154240.32256","114474424295.451","155925950501.541","62287556368.2524","142049606717.461","50904392263.6366","138889867863.637","179894665685.937","81524295966.6664","92868271806.0586","217644744595.313","210440847592.311","146442069614.512","219006599521.536","75717838143.75","138806035064.52","216863206939.675","172107489596.971","295950476965.625","78741498711.1085","19958703556.4522","157839623190.91","57581001562.5","229322100714.294","216871848206.445","164686500900","406976331347.704","175927173019.347","82047984575.3857","31691041628.7882","55183736953.125","242355233270.764","145535249562.905","-113306181823.078","28010006142.8568","-81169936142.8581","-7222815266.66681","-89374797738.4586","-182781232100","35917635657.1419","79060160900","107728317887.876","-239085130218.75","-43864954754.6875","130867678335.483","-14609044754.5454","99906439052.3109","64500312438.0942","14342313822.2217","1548941209.09093","-112168441560.61","49873452365.625","21730619747.6194","38350094681.818","-251527256312.5","2457184092.3078","-95335622854.8418","24071905015.3855","-323126559539.69","53647664784.1269","-126562753873.02",,,
"Euro Area","163","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, US Dollars","BFDL_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"Euro Area","163","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48049271815.2863","79934087586.5533","40543637563.0013","180112834579.018","82478638750.3377","88219032317.7124","122104275747.005","120556077757.938","69835722737.5001","84163899004.1306","54088008865.479","89904889668.5116","41201293154.514","36334397575.7158","41020864179.3933","45343974776.25","47611134480.6192","31651490699.6116","42175924530.2725","43367643797.625","53698533723","33969233090.8402","34030223945.4551","93847610867.8797","144159469606.898","51913945567.4321","161034101509.271","96153616713.1406","98436009812.4277","180695601037.742","125611716602.382","138240410247.593","152947855913.672","182878494165.61","161170034339.904","208915799543.703","246101138096.782","85329608962.5","204234594136.36","26472375084.375","119433205301.586","18638879227.4191","145080080959.086","157953688403.079","137921557231.742","172099050734.922","147272736784.849","25094032651.5152","233667579754.687","106109229547.619","148610707975.754","219077833028.125","218758020015.388","146645815548.383","165833696029.229","178115150193.75","184454898193.553","220062168485.707","99509387551.5161","311125400481.25","67802249955.5533","41525675250.0012","165582213840.91","109847833593.75","459057495857.16","202404956509.671","219935505900","408904007901.55","207150047622.572","96225534829.232","173853519128.79","82468106015.625","283123113064.609","140560231830.646","-116817084215.385","11141601014.2856","124192436142.859","91912766823.8113","-122254675836.919","-310465341412.5","210480025371.423","-46585230900","213298355530.298","-323645905593.75","-51273733593.75","30046543999.9998","37993101428.7877","-36437083507.6935","233406695304.758","36246478155.5542","176209155112.124","35656276646.971","154978643356.25","182900891133.337","50539352818.1815","-243886632431.25","79554822258.4649","-90438744567.7449","4066406092.30784","-347816303944.453","152153546146.031","-55184999993.6528",,,
"Euro Area","163","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"Euro Area","163","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16460631798.8573","81549334959.0302","67827216401.6688","48212923804.1084","44926520268.9534","74432593921.6474","60150461525.3104","50463317790.6356","26860810894.875","20636841983.323","27977097225.9703","35281960136.4459","1748074223.22571","107264247989.925","50147982849.272","61225553811.1249","71479217380.667","152841062151.688","-12659203116.4242","42682145845.2187","149269853406","111651122382.647","61561537535.2738","31674807951.1518","113391372565.802","218356189728.698","43392048550.6056","-7062715037.34375","129988898789.411","120298463735.081","95474237568.4752","233739800681.977","200464433451.953","216251317407.61","77761179877.5675","51903994559.9062","71485094777.4217","272406118050","139211592227.27","39893075845.3125","120921071784.125","116678048038.708","53191595740.9074","68972647513.8473","60583813790.4746","45937641190.4764","19938812400.0001","-60683415251.5153","100883721403.125","255347144380.952","-45863403878.7869","-100970045320.313","-3823670915.38468","65302493937.0949","-52810332553.8455","218767795950","36121845290.3236","70403278647.6165","34083037821.2124","13423342657.8125","89034281282.5367","171602073120.973","-74004638486.3642","-31553818945.3125","200506357285.722","-1756275567.74188","-94585851900","-73719389664.6175","20287760612.9023","-55981844192.3084","-40673203598.4853","-118785405234.375","41485552919.9991","-42078245901.6133","-58891305869.2312","-90117102571.4275","127886225071.43","-90376935600.0018","23304546830.7685","-165255984575","160160807999.996","86665362500","94257135418.1797","-67873362868.75","189678631807.812","114574477258.064","48065604121.2119","-329680154916.934","118299168323.808","-40248675866.6652","-30890414295.455","-169484239581.824","132911746646.875","-94041809461.9065","9300288157.5757","-8878513125","162301837824.622","142806383377.424","116859106984.62","10660723079.3653","173765056596.825","143934513377.783",,,
"Euro Area","163","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","Official BPM6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
