"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,2001Q4,2002Q1,2002Q2,2002Q3,2002Q4,2003Q1,2003Q2,2003Q3,2003Q4,2004Q1,2004Q2,2004Q3,2004Q4,2005Q1,2005Q2,2005Q3,2005Q4,2006Q1,2006Q2,2006Q3,2006Q4,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,"Base Year",
"Greece","174","Other Depository Corporations Survey, Claims on Other Financial Corporations (Euro Area-Wide-Residency), Euros","FOSAOFEA_EUR","Value","16406709463.9312","13907573461.2839","11700314692.2568","12931768696.2277","13610734943.7459","12989000000","13123000000","13143000000","13776000000","13922000000","13551000000","14053000000","15673000000","12926000000","14038000000","17151000000","18922000000","17496000000","18359000000","19059000000","20888000000","19968000000","20643000000","22120000000","23288000000","23668000000","24056000000","22725000000","24454000000","21989000000","20940000000","19936000000","19544000000","20995000000","16954000000","19187000000","17452000000","16385000000","16668000000","18312000000","18172000000","22198000000","37081999999.9999","43121000000","51220000000","52473000000","53458000000","53020000000","53642000000","53002000000","53493000000","53889000000","54537000000","54941000000","53685350000","54391650000","59776040000","59037899724.9536","55018000000","51950000000","47500000000","42281000000","36144000000","25968000000","20013000000","16316000000","16592000000","17187000000","17987000000","17967000000","23718000000","47156000000","46382000000","44337000000","49903000000","55772000000","55121000000","50606000000","52584000000","51929000000","53541000000","54154000000","54459000000","55403000000","56444000000","55070000000","55021000000","53809000000","51853000000","51497000000","50733000000","50989000000","48831000000","",
"Ireland","178","Other Depository Corporations Survey, Net Claims on Central Government (Euro Area-Wide-Residency), Euros","FOSGEA_EUR","Value","26351000000","27243000000","26376000000","25945000000.0001","27432000000","32389000000","32560000000","42622000000.0001","43853000000","45080000000","50369000000","52209000000","55266000000","60671000000","59547000000","63480000000","62665000000","68192000000","55834000000","54489000000","52239000000","46576000000","42142000000.0001","43134000000","45198999999.9999","46663000000","52222999999.9999","48614000000","49581000000","60349000000","65334000000","65405000000","64488000000","73449000000","69141000000","79839000000","88129000000","72447999999.9999","60715000000.0001","83316999999.9999","85973000000","55288999999.9999","59452000000","64070999999.9999","62753000000","33815000000","31095000000","30104000000","28986000000","33403000000","35452000000","39417000000","56966000000","55086000000","51835000000","51885000000","49926000000","49826000000","46581000000","40431000000","41787000000","41639000000","39855000000","40114000000","35300000000","41848000000","43598000000","43011000000","41720000000","46260000000","42958000000","46819000000","48091000000","46435000000","57568000000","60522000000","62318000000","52640000000","46967000000","46075000000","42429000000","34133000000","22084000000","19273000000","25148000000","18504000000","11452000000","17813000000","23217000000","22980000000","21162000000","29828000000","37003000000","",
"Latvia","941","Other Depository Corporations Survey, Claims on Private  Sector (Euro Area-Wide-Residency), Euros","FOSAOPEA_EUR","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18172000000","17622000000","17251000000","16915000000","16897000000","16335000000","15410000000","15025000000","15016000000","14663000000","14462000000","14206000000","13976000000","13757000000","13227000000","12924000000","12893000000","12671000000","12548000000","12464000000","12574000000","12464000000","12178000000","12509000000","12554000000","12609000000","12652000000","12539000000","12067000000","12095000000","11938000000","11897000000","11211000000","11343000000","11388000000","11492000000","11544000000","11266000000","10969000000","11098000000","11080000000","10805000000","10971000000","10808000000","11070000000","11140000000","11043000000","11247000000","11674000000","11738000000","11566000000","11532000000","11720000000","11806000000","11787000000","12048000000","12208000000","12475000000","",
"Germany","134","Other Depository Corporations Survey, Claims on Public Nonfinancial Corporations (Euro Area-Wide-Residency), Euros","FOSAONEA_EUR","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Finland","172","Other Depository Corporations Survey, Claims on State and Local Government (Euro Area-Wide-Residency), Euros","FOSAOGEA_EUR","Value","2876000000","2909000000","3125000000","3008000000","3017000000","3100000000","3165000000","3281000000","3514000000","3643000000","3847000000","3968000000","4178000000","4398000000","4558000000","4744000000","4961000000","5114000000","5223000000","5224000000","5451000000","5663000000","5656000000","5665000000","5892000000","6014000000","6055000000","6122000000","6321000000","6561000000","6908000000","6850000000","7262000000","7771000000","8175000000","8477000000","8649000000","8570999999.99999","8867000000","9069000000","9892000000","10383000000","10912000000","11620000000","12082000000","12430000000","13187000000","13217000000","14148000000","14660000000","15579000000","14805000000","15649000000","16705000000","17356000000","17418000000","17548000000","18220000000","18272000000","18146000000","17832000000","18032000000","17953000000","17446000000","17360000000","17361000000","17595000000","17425000000","17761000000","18433000000","18849000000","19680000000","19283000000","20403000000","21841000000","21558000000","21344000000","21082000000","21284000000","20996000000","20900000000","20900000000","20673000000","20115000000","20815000000","20665000000","20489000000","20686000000","22255000000","23136000000","23584000000","24089000000","25291000000","",
"Netherlands, The","138","Other Depository Corporations Survey, Claims on Private  Sector (Euro Area-Wide-Residency), Euros","FOSAOPEA_EUR","Value","543519320000","558762100000","570226000000","566251730000","559095700000","554641000000","560845000000","564003000000","572362000000","582929000000","593918000000","607748000000","612858000000","624477000000","639626000000","652320000000","659350000000","669226000000","682824000000","684301000000","673940000000","685465000000","691428000000","702761000000","721576000000","739553000000","746840000000","774997000000","754297000000","751222000000","755461000000","760629000000","770136000000","782051000000","729416000000","749035000000","767081000000","807924000000","817810000000","813056000000","789374160648.9","791016000000","814899000000","822234000000","819731000000","838665000000","830145000000","816282000000","817527000000","814201000000","803662000000","803754000000","878452000000","869084000000","869169000000","861029000000","855878000000","877681000000","864418000000","859890000000","897125000000","894850000000","889797000000","903203000000","886865000000","887139000000","878973000000","884231000000","879701000000","884449000000","880399000000","890328000000","886676000000","897866000000","887178000000","890839000000","878308000000","900354000000","898426000000","915102000000","909495000000","929383000000","955368000000","970078000000","952296000000","958555000000","958471000000","960031000000","974452000000","985414000000","995139000000","1013675000000","1024826000000","",
"Croatia, Rep. of","960","Other Depository Corporations Survey, Claims on State and Local Government (Euro Area-Wide-Residency), Euros","FOSAOGEA_EUR","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"465000000","456000000","437000000","463000000","469000000","440000000","416000000","562000000","546000000","587000000","606000000","626000000","610000000","581000000","574000000","592000000","559000000","526000000","526000000","553000000","524000000","517000000","508000000","538000000","522000000","515000000","527000000","577000000","583000000","574000000","608000000","660000000","659000000","649000000","723000000","865000000","871000000","909000000","966000000","1025000000","986000000","992000000","923000000","958000000","933000000","970000000","908000000","962000000","843000000","803000000","804000000","829000000","",
"Italy","136","Other Depository Corporations Survey, Net Claims on Central Government (Euro Area-Wide-Residency), Euros","FOSGEA_EUR","Value","170523000000","185116000000","178968999999.999","176438000000","165762000000","194955000000","198966000000","200602000000","194538000000","202485000000","208032000000","212794000000.001","195713000000.001","201687000000","202433000000","194876000000","188962000000","181130000000","179476000000","183225000000","178551000000","192329000000","199004000000","180755000000","303388999999.999","309822000000","309040000000.001","305567000000","304733000000","332444000000","345175000000","351047000000","344340000000","361709000000","388127000000","385253000000","391591000000.001","378248000000","394963000000","398147000000","395926000000.001","477160000000","489292000000","482509000000.001","515540000000","537058000000","565126000000","562042000000","562496000000","574013000000","557317000000","549415000000","567868000000","575499000000","575684000000","571301000000","583931000000","578182000000","587221000000","578213000000","563247000000","579334000000","554900000000","556329000000","523829000000","559055000000","587701000000","580000000000","593146000000","605869000000","599551000000","620327000000","595026000000","633311000000","680354000000","684294000000","644100000000","660762000000","657827000000","656624000000","645175000000","665916000000","648922000000","622054000000","619372000000","626256000000","613135000000","601810000000","606569000000","590540000000","595899000000","605089000000","604236000000","",
"Portugal","182","Other Depository Corporations Survey, Claims on Other Financial Corporations (Euro Area-Wide-Residency), Euros","FOSAOFEA_EUR","Value","25731000000","25476000000","25172000000","25490000000","23458000000","29839000000","29946000000","29140000000","29335000000","30805000000","29376000000","30321000000","30945000000","30340000000","32168000000","32588000000","36145000000","36235000000","37179000000.0001","30961000000","33068000000","33911000000","37011000000","36785000000","41281000000","44520000000","51467000000","55129000000","63347000000","73601000000","73876000000.0001","75702000000","76502000000","78707000000","82874000000","89266000000","95537000000","95999000000","92406000000","93133999999.9999","90897000000","86867999999.9999","80824000000","76468000000","73660000000","71997000000","71171000000","71684000000","70210000000","67408000000","66571000000","67343000000","66500830110.9314","65818820000","62596330000","61552070000","61174740000","59917660000","58821740000","56897290000","53683680000","52896970000","50908810000","49921182617.4414","49737500000","53341961039.4714","52497610000","51954770000","50200569498.7161","48632292759.7393","48716961228.7727","46882290000","41428480000","41647210000","40237020000","39378430000","36713010000","36336370000","36122760000","35969190000","32254030000","32677460000","32351194165.2274","30839610000","28935030000","29040160000","28707890000","28587760000","27749190000","27721050000","27184950000","26883000491.3584","25562510000","",
"Lithuania","946","Other Depository Corporations Survey, Net Claims on Central Government (Euro Area-Wide-Residency), Euros","FOSGEA_EUR","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"651000000","674000000.00001","759000000","986000000","849000000","829000000","712000000","722999999.99999","567000000","603000000","495000000","1074000000","970000000","928000000","1431000000","1263000000","1077000000","1100000000","858000000","1005000000","786000000","793000000","867000000","752000000","688000000","736000000","505000000","481000000","432000000","222000000","375000000","435000000","452000000","402000000","369000000","257000000","175000000","203000000","123000000","-36000000","24000000","57000000","-38000000","37000000","187000000","261000000","757000000","632000000","994000000","1107000000","1141000000","1431000000","1321000000","1134000000","1109000000","1214000000","1123000000","1556000000","1867000000","",
"Netherlands, The","138","Other Depository Corporations Survey, Claims on State and Local Government (Euro Area-Wide-Residency), Euros","FOSAOGEA_EUR","Value","34538000000","35145000000","36145000000","35450000000","44361000000","47795000000","49078000000","48828000000","51672999999.9999","51746000000","50419000000","50124000000","51808000000","52112000000.0001","51228000000.0001","53091000000","51381000000","51772999999.9999","50353000000.0001","50199000000","50262000000","49893000000","46902000000","46446000000","49337000000","48708000000","47063000000","46186000000","48212000000","48397000000","47327000000","46374000000","48317000000","50146000000","50710000000","50575000000","53090000000","55048000000","53523000000","52327000000","52657000000","53113000000","50432000000","50523000000","52189000000","52094000000","51382000000","50995000000","52647000000","54256000000","51751000000","52553000000","56334000000","57254000000","57082000000","55800000000","56042000000","58012000000","57726000000","56182000000","55297000000","56968000000","56284000000","55456000000","53669000000","56983000000","56701000000","56495000000","55418000000","59284000000","58137000000","58606000000","58560000000","63892000000","62324000000","61930000000","56081000000","56488000000","55927000000","55178000000","54863000000","54863000000","54980000000","53525000000","53482000000","53490000000","52748000000","52864000000","53011000000","55111000000","55622000000","54673000000","55521000000","",
"Austria","122","Other Depository Corporations Survey, Claims on State and Local Government (Euro Area-Wide-Residency), Euros","FOSAOGEA_EUR","Value","18532000000","19677000000","20401000000","21051000000","20470000000","19944000000","20484000000","21989000000.0001","20933000000","20981000000","21957000000","23331000000","23506000000","23647000000.0001","24120000000","24997000000","23952000000","24786000000","26000000000","26267000000","24272000000","24253000000","24194000000","25611000000","24828000000","24894000000","26040000000","27258000000","25069000000","25593000000","26098000000","26570000000","25852000000","26673000000","27609000000","28052000000","28054000000.0001","28064000000","29060000000","28799000000","31292000000","30920000000","30310000000","30206000000","30540000000","30186000000","29834000000","28891000000","28752000000","28637000000","28458000000","28719000000","32284000000","32507000000","32212000000","32269000000","31891000000","31837000000","32714000000","32483000000","32608000000","32402000000","32119000000","27684000000","27734000000","27464000000","27889000000","27155000000","27571000000","26862000000","27216000000","26739522906.4726","26653000000","26620000000","28128000000","27201000000","28398000000","28239000000","27647000000","27516000000","29792000000","29641000000","28147000000","27303000000","26353000000","26178000000","26317000000","26729000000","27550000000","28036000000","27237000000","28343000000","29471000000","",
"Lithuania","946","Other Depository Corporations Survey, Claims on State and Local Government (Euro Area-Wide-Residency), Euros","FOSAOGEA_EUR","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"416000000","530000000","689000000","765000000","803000000","971000000","955000000","925000000","920000000","940000000","970000000","962000000","955000000","968000000","964000000","888000000","924000000","922000000","933000000","876000000","864000000","870000000","885000000","867000000","898000000","875000000","790000000","762000000","677000000","671000000","450000000","407000000","396000000","388000000","394000000","378000000","364000000","354000000","510000000","482000000","466000000","451000000","346000000","328000000","329000000","346000000","357000000","357000000","330000000","325000000","351000000","327000000","540000000","547000000","996000000","1120000000","1132000000","1172000000","1465000000","",
"Cyprus","423","Other Depository Corporations Survey, Claims on Other Financial Corporations (Euro Area-Wide-Residency), Euros","FOSAOFEA_EUR","Value",,,,,,,,,,,,,,,,,"2375000000","2383000000","2232000000","2010000000","2261000000","2244000000","2189000000","3048000000","2954000000","2564000000","2605000000","5835000000","6227999999.99999","6892000000","6778000000","6664000000","8474000000","8721000000","9759000000","9414000000","9295000000","9932000000","10164000000","10208000000","9677000000","7379000000","8456000000","9339000000","9452000000","8116000000","7740000000","6943000000","6269000000","7806000000","7586000000","8144000000","8660000000","7116000000","6358000000","5885000000","8372000000","5002000000","4610000000","4906000000","6076000000","6329000000","6604000000","6117000000","5693000000","5420000000","3591000000","3660000000","3691000000","2685000000","2371000000","2266000000","2267000000","2574000000","2588000000","2402000000","2507000000","2292000000","2394000000","2427000000","2348000000","2231000000","2322000000","2283000000","2029000000","2239000000","2304000000","2463000000","2335000000","2578000000","2660000000","2683000000","2628000000","",
"Slovenia, Rep. of","961","Other Depository Corporations Survey, Claims on Other Financial Corporations (Euro Area-Wide-Residency), Euros","FOSAOFEA_EUR","Value",,,,,,,,,,"628000000","643000000","649000000","694999414.519906","687200000","781660000","840610000","983400000","1116300931.40629","1254610000","1329700000","1627600000","1703590000","2088730000","2360560000","2446210871.44145","2676460885.61964","2977390000","3043548770.44702","3171910000","3202730000","3156050000","3163290000","3008750000","2996160000","3020760000","2918450000","2889080000","2708840000","2682930000","2721760000","2678180000","2782760000","2736080000","2641970000","2561940000","2536270000","2421877451.58548","2387420000","2145460000","2335170000","2285830000","2251670000","1835679667.75956","2018010000","1786180000","1763400000","1769450000","1776660000","1646580000","1632060000","1768620000","1584300000","1648240000","1910970000","1811880000","1849270000","1980240000","1949270000","1901540000","1938076792.45283","1997220000","1992090000","2171140000","2201818436.97479","2154950000","2084170000","2139540000","2158790000","2283380000","2318700000","2209614287.30698","2346610000","2522770000","2766178163.26531","2828290000","2132903251.3181","2148370000","2151460000","2131680000","2116760000","2043860000","2801860000","3014350000","",
"Latvia","941","Other Depository Corporations Survey, Claims on State and Local Government (Euro Area-Wide-Residency), Euros","FOSAOGEA_EUR","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89000000","87000000","86000000","86000000","88000000","94000000","91000000","92000000","98000000","100000000","102000000","113000000","116000000","117000000","34000000","25000000","23000000","22000000","27000000","26000000","27000000","36000000","62000000","61000000","65000000","64000000","34000000","32000000","35000000","26000000","25000000","20000000","18000000","17000000","17000000","15000000","18000000","15000000","114000000","112000000","105000000","104000000","139000000","137000000","135000000","197000000","197000000","214000000","210000000","209000000","225000000","224000000","222000000","214000000","211000000","209000000","208000000","209000000","",
"Netherlands, The","138","Other Depository Corporations Survey, Claims on Public Nonfinancial Corporations (Euro Area-Wide-Residency), Euros","FOSAONEA_EUR","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Malta","181","Other Depository Corporations Survey, Net Claims on Central Government (Euro Area-Wide-Residency), Euros","FOSGEA_EUR","Value",,,,,,,,,,,,,,"1568289979.76506","1555089978.38716","1466678762.93212","1452680000","1256630000","1055720026.40956","1082020000","1118530000","1186820410.59808","1269540000","1161149595.69154","1255680000","1172010000","1217190000","1198130000","1284060000","1354430414.22537","1541750000","1679910000","2101880000","2296900000.00001","2405379132.67625","2257558957.67761","2180910000","2348480000","2446880000","3113850000","2778969375.55162","2571990000.00001","2478390000","2173540000","1996690000","2278430000","2342239188.77964","2482470000","2182140000","2355160000","2399840000","2368090000","2234018786.78414","2210050000","2161310000","2165870000","2222340000","2584420000","2612770000","2443200000","2236121390.33457","2343836118.53994","2167983411.45833","2014027841.26984","2027005882.10876","2222070000","2304790000","2303330000","2367570000","2466170000","2726640000","2589090000","2645520000","2741990000","3564330000","3584400000","3433450000","3682520000","3914180000","3947240325.65713","3799323072.70561","4121320000","4265770000","4749819592.14219","4606890000","4702920000","4471910000","4597920000","5033830000","5230830000","5687920000","5732439460.76946","6327380000","",
"Malta","181","Other Depository Corporations Survey, Claims on Public Nonfinancial Corporations (Euro Area-Wide-Residency), Euros","FOSAONEA_EUR","Value",,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Austria","122","Other Depository Corporations Survey, Net Claims on Central Government (Euro Area-Wide-Residency), Euros","FOSGEA_EUR","Value","27013000000","27883000000","26803000000","27513999999.9999","25886000000","28262000000","26441000000","26269000000","25733000000","27654000000","26170000000","26187000000","26784000000","28377000000","27722000000.0001","27595000000","27404000000","28608000000.0001","27872000000","27086000000.0001","25842000000","24988000000","23197000000","22575000000","21239000000.0001","19351000000","18467000000","18153999999.9999","18101000000","22370000000","24987000000","26262000000","25945000000","26705000000","25765000000","26751000000","26746000000.0001","26647000000","26127000000","26216999999.9999","24613000000","26223000000","26518999999.9999","28656999999.9999","28989000000","29702000000","32145000000","32676000000","32966000000","35534000000","38694000000","41393000000","41331000000","42339000000","41536000000","41234000000","39895000000","41598000000","43294000000","42120000000","39029000000","37873000000","34619000000","36163000000","34587000000","32659000000","32726000000","32184000000","30973000000","29922000000","28964000000","30464477093.5274","27687000000","28197000000","31140000000","30411000000","28883000000","28678000000","30278000000","27893000000","27384000000","25556000000","28526000000","27270000000","23544000000","25767000000","26355000000","27874000000","27027000000","30369000000","30175000000","31533000000","34305000000","",
"Luxembourg","137","Other Depository Corporations Survey, Claims on State and Local Government (Euro Area-Wide-Residency), Euros","FOSAOGEA_EUR","Value","9826000000","11395000000","10511000000","11131000000","11040000000","10514000000","12508000000","11530000000","11956000000","12599000000","12459000000","11395000000","13016000000","12208000000","13430000000","14179000000","14347000000.0001","13722000000","14531000000","14261000000","15401000000","12881000000","12907000000","14118000000","13931000000","12853000000","11850000000","13671000000","19105000000","10225000000","10129000000","10570000000","11827000000","11346000000","12034000000","12521000000","12890000000","11665000000","12773000000","16444000000","16845000000","18558000000","17890000000","17293000000","18901000000","19960000000","18248000000","17057000000","14389000000","15491000000","15350000000","15478000000","16122000000","18314000000","15848000000","15915000000","16190000000","17865000000","18255000000","16759000000","16402000000","18291000000","17190000000","15839000000","17023000000","16142000000","15951000000","15258000000","17023000000","17868000000","18716000000","17676000000","17603000000","19123000000","23769000000","28405000000","26283000000","26790000000","26852000000","25961000000","21341000000","21341000000","20104000000","20545000000","16160000000","19240000000","17010000000","15982000000","18799000000","25789000000","25133000000","27652000000","27937000000","",
"Latvia","941","Other Depository Corporations Survey, Net Claims on Central Government (Euro Area-Wide-Residency), Euros","FOSGEA_EUR","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-256000000","-136000000","-28000000","-18000000","110000000","448000000","440000000","467000000","184000000","24000000","-159000000","-205000000","-270000000","-187000000","198000000","-228000000","-357000000","-218000000","619000000","591000000","214000000","961000000","1017000000","805000000","694000000","616000000","490000000","560000000","396000000","754000000","533000000","152000000","162000000","375000000","374000000","424000000","465000000","462000000","779000000","1341000000","1578000000","1607000000","1643000000","1622000000","1666000000","1801000000","1726000000","1860000000","1801000000","1378000000","1718000000","1115000000","1002000000","1027000000","1096000000","759000000","739000000","715000000","",
"Netherlands, The","138","Other Depository Corporations Survey, Net Claims on Central Government (Euro Area-Wide-Residency), Euros","FOSGEA_EUR","Value","69562000000","81503000000","72885999999.9999","70820000000","74009000000","70434000000","77230000000","78392000000","73727000000","70913000000","78806000000","81468000000","82002000000","88123000000","93364999999.9999","88635000000","91595000000","86967000000","84847000000","77921000000","76906000000","73280000000","67099000000","63822000000","62868000000","61964000000","59320000000","63577000000","20330999999.9999","25792000000","62734000000","69346000000","68043000000","92554000000","89388000000","94666000000","91796000000","82788000000","85612000000","83549000000","73892000000","80809000000","80058000000","85810000000","89636000000","94654000000","91849000000","87694000000","91311000000","97759000000","104708000000","108311000000","98767000000","107877000000","94590000000","95597000000","92107000000","96547000000","94646000000","91384000000","86920000000","80881000000","77840000000","74744000000","73157000000","72178000000","68542000000","61168000000","59346000000","60009000000","55639000000","54124000000","52043000000","54944000000","63491000000","60881000000","58370000000","56364000000","54535000000","54669000000","52973000000","50960000000","46558000000","41455000000","39819000000","39573000000","39292000000","39130000000","43377000000","43599000000","46535000000","43175000000","46232000000","",
"Greece","174","Other Depository Corporations Survey, Claims on Private  Sector (Euro Area-Wide-Residency), Euros","FOSAOPEA_EUR","Value","76812290536.0688","78484426538.7161","82029685307.7432","84139231303.7723","88380265056.2541","90787000000","96027000000","99246000000","102887000000","107532000000","112061000000","115694000000","121276000000","126449000000","131066000000","135448000000","143865000000","150992000000","156876000000","162669000000","166700000000","174703000000","184374000000","191406000000","197407000000","207123000000","217762000000","220111000000","218257000000","216389000000","212467000000","209396000000","211358000000","210994000000","261655000000","259285000000","254494000000","252405000000","250523000000","249367000000","244680000000","239840000000","235471000000","228266000000","224577000000","224913000000","220639000000","217703000000","214794000000","212679000000","211321000000","209599000000","208843000000","209485000000","205069650000","201029350000","200398960000","198707100275.046","198170000000","195785000000","190964000000","189396000000","186600000000","182180000000","179362000000","175827000000","174664000000","171928000000","165343000000","157718000000","156704000000","152697000000","149472000000","142896000000","142975000000","143348000000","137095000000","135331000000","124958000000","114470000000","104977000000","103806000000","108248000000","109301000000","109448000000","108401000000","107918000000","108015000000","111390000000","110366000000","112677000000","112650000000","115843000000","",
"Croatia, Rep. of","960","Other Depository Corporations Survey, Claims on Private  Sector (Euro Area-Wide-Residency), Euros","FOSAOPEA_EUR","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33208000000","32406000000","31856000000","31080000000","31262000000","31101000000","31295000000","30704000000","30703000000","30340000000","30203000000","30042000000","30442000000","30102000000","29640000000","29152000000","28451000000","28304000000","28128000000","28155000000","28011000000","27989000000","28105000000","27947000000","27971000000","28473000000","28479000000","28440000000","28844000000","28841000000","28607000000","29154000000","30166000000","29937000000","29795000000","30145000000","30401000000","30376000000","30470000000","31064000000","32021000000","32953000000","34054000000","34416000000","34952000000","35866000000","36500000000","37087000000","37577000000","38767000000","39273000000","40598000000","",
"Belgium","124","Other Depository Corporations Survey, Net Claims on Central Government (Euro Area-Wide-Residency), Euros","FOSGEA_EUR","Value","155082000000","154333000000","142298000000","139438000000","142235000000","134946000000","141838000000","147542000000","147084000000","154987000000","154742000000.001","152512000000","152778000000","160303000000","155215000000","152670000000","154328000000","156268000000","159652000000","148248000000","138098000000","123604999999.999","115780000000","107685000000","98810000000","92670000000","101331000000","104076000000","106001000000","108458000000","108322000000","109276000000","111807000000","109795000000","104856000000","104067000000","101444000000","103846000000","103040000000","100441000000","103923000000","92418000000","89965000000","88894000000","86805000000","84106000000","76786000000","79596000000","80350000000","75782000000","74816000000","78135000000","79027000000","70322000000","79628000000","81734000000","78033000000","73196000000","71186000000","65785000000","63940000000","60775000000","58270000000","55721000000","53321000000","50459000000","46656000000","46515000000","51541000000","45138000000","44202000000","43052000000","42988000000","54244000000","55081000000","56271000000","54729000000","52722000000","51273000000","47271000000","47757000000","51344000000","48804000000","48000000000","51125000000","42768000000","42523000000","42868000000","45495000000","46703000000","47226000000","48881000000","52726000000","",
"Croatia, Rep. of","960","Other Depository Corporations Survey, Claims on Public Nonfinancial Corporations (Euro Area-Wide-Residency), Euros","FOSAONEA_EUR","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
