Time Series Search Export,Search term,Search filters,,Last update of Credit to the non-financial sector data,Downloaded at,Source,Source URL,Download URL,About Credit to the non-financial sector
,,,,2025-06-16,2025-06-23 17:01 CEST,BIS,"https://data.bis.org/topics/TOTAL_CREDIT/BIS,WS_TC,2.0/Q.US.P.B.M.USD.A?","https://data.bis.org/topics/TOTAL_CREDIT/BIS,WS_TC,2.0/Q.US.P.B.M.USD.A?&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code",https://data.bis.org/topics/TOTAL_CREDIT

DATAFLOW_ID,KEY,FREQ,BORROWERS_CTY,TC_BORROWERS,TC_LENDERS,VALUATION,UNIT_TYPE,TC_ADJUST,Unit,Unit multiplier,TIME_PERIOD,OBS_CONF,OBS_PRE_BREAK,OBS_STATUS,OBS_VALUE
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1957-12-31,F,,A,152.34
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1958-03-31,F,,A,151.54
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1958-06-30,F,,A,154.65
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1958-09-30,F,,A,157.67
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1958-12-31,F,,A,162.89
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1959-03-31,F,,A,164.89
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1959-06-30,F,,A,172.51
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1959-09-30,F,,A,178.35
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1959-12-31,F,,A,183.42
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1960-03-31,F,,A,185.91
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1960-06-30,F,,A,191.44
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1960-09-30,F,,A,194.85
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1960-12-31,F,,A,199.36
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1961-03-31,F,,A,201.83
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1961-06-30,F,,A,206.19
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1961-09-30,F,,A,210.0
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1961-12-31,F,,A,215.83
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1962-03-31,F,,A,218.35
