"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.RES:WEO(6.0.0)","G001.NGDP_RPCH.A","OBS_VALUE","World","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.227","2.477","2.188","1.962","3.167","3.305","3.873","4.025","2.657","3.588","4.781","2.487","2.807","3.802","5.263","4.706","5.279","5.336","2.917","-0.356","5.221","4.052","3.351","3.366","3.539","3.439","3.261","3.84","3.653","2.947","-2.667","6.605","3.645","3.493","3.292"
