block,date,block_ndc_usd_bil,ndc_qoq
Central and E. Europe,1993 Q3,82.34118257723092,-0.015262238266629202
Emerging Asia,1993 Q3,829.2907121120895,0.039976949982633236
Latin America,1993 Q3,380.337195381043,0.016251369594543208
ME/Africa,1993 Q3,84.87735673830329,0.011718192163510333
North America,1993 Q3,3319.3753823088455,-6.818051417610826e-4
W. Europe,1993 Q3,5305.785093039992,0.011931540456026957
Asia Pacific,1993 Q4,8019.372013019972,-0.05090567439484106
Central and E. Europe,1993 Q4,75.02796774776617,-0.0888160043439431
Emerging Asia,1993 Q4,916.8854517049866,0.10562609506358189
Latin America,1993 Q4,424.78543271712743,0.11686534442563201
ME/Africa,1993 Q4,91.69536919137477,0.08032781315390158
North America,1993 Q4,3369.8728417946586,0.015212940288389154
W. Europe,1993 Q4,5129.5585322716315,-0.033214040463027894
Asia Pacific,1994 Q1,8610.252965013251,0.07368169864597207
Central and E. Europe,1994 Q1,68.7415845610946,-0.08378719796603762
Emerging Asia,1994 Q1,743.5093002201991,-0.18909248823000446
Latin America,1994 Q1,433.0794901331389,0.01952528683236321
ME/Africa,1994 Q1,94.2773326594478,0.02815805738983701
North America,1994 Q1,3365.12145645103,-0.001409959831332408
W. Europe,1994 Q1,5242.256427389898,0.021970291285156263
Asia Pacific,1994 Q2,9024.226335170702,0.04807911821401567
Central and E. Europe,1994 Q2,65.37648211553301,-0.04895293681469959
Emerging Asia,1994 Q2,790.8174401226867,0.06362817504566087
Latin America,1994 Q2,457.75649873853394,0.05698032155207522
ME/Africa,1994 Q2,94.46711301359423,0.0020130008857162096
North America,1994 Q2,3439.3983731019525,0.022072581216506126
W. Europe,1994 Q2,5468.632682256035,0.04318298007769328
Asia Pacific,1994 Q3,9238.827408485819,0.02378055085772135
Central and E. Europe,1994 Q3,65.90299454789377,0.008053544873067864
Emerging Asia,1994 Q3,848.0295032514006,0.07234547472781849
Latin America,1994 Q3,559.8349252617616,0.22299721971076547
ME/Africa,1994 Q3,103.04026329665002,0.09075274992072724
North America,1994 Q3,3524.4028395980645,0.024714923156589075
W. Europe,1994 Q3,5652.5213672815125,0.033626080907232625
Asia Pacific,1994 Q4,9307.394324218887,0.007421603705908719
Central and E. Europe,1994 Q4,75.26461909944051,0.1420515807478726
Emerging Asia,1994 Q4,908.297213679678,0.07106794067565692
Latin America,1994 Q4,536.941802100249,-0.04089263125341536
ME/Africa,1994 Q4,111.56243576881212,0.08270720783803709
North America,1994 Q4,3589.289639035526,0.018410721586202383
W. Europe,1994 Q4,5690.449416581002,0.006709934706134568
Asia Pacific,1995 Q1,10359.708131996458,0.11306212792976145
Central and E. Europe,1995 Q1,78.81145282143575,0.04712484782935156
Emerging Asia,1995 Q1,953.9095946335547,0.05021746215546852
Latin America,1995 Q1,541.836903283022,0.009116632684633252
ME/Africa,1995 Q1,118.64506373179492,0.06348577739607575
North America,1995 Q1,3654.750171526586,0.01823774035372927
W. Europe,1995 Q1,6132.18354006561,0.07762728233686955
Asia Pacific,1995 Q2,10893.577143793957,0.0515332097193566
Central and E. Europe,1995 Q2,82.13909846422915,0.042222868931662605
Emerging Asia,1995 Q2,1013.5849825618145,0.06255874588533117
Latin America,1995 Q2,534.4454645083846,-0.013641445848099787
ME/Africa,1995 Q2,123.26851554001573,0.03896876669620597
North America,1995 Q2,3751.4832786885245,0.026467775531024307
W. Europe,1995 Q2,6270.135296123514,0.022496351447502283
Asia Pacific,1995 Q3,9494.687389284929,-0.12841417801001864
Central and E. Europe,1995 Q3,85.89165306174465,0.04568536382402222
Emerging Asia,1995 Q3,1060.712320033097,0.046495694275352495
Latin America,1995 Q3,537.6079461953018,0.005917314107672711
ME/Africa,1995 Q3,127.74768302973791,0.03633667096662774
North America,1995 Q3,3825.395548185138,0.019702145526409698
W. Europe,1995 Q3,6225.023083661393,-0.007194774966022166
Asia Pacific,1995 Q4,9208.935044557158,-0.03009602454634286
Central and E. Europe,1995 Q4,92.96204965146714,0.08231762153465394
Emerging Asia,1995 Q4,1133.5296534147271,0.06864946508715764
Latin America,1995 Q4,521.8354034468292,-0.02933837354915647
ME/Africa,1995 Q4,132.16781923823186,0.03460051958410082
North America,1995 Q4,3858.6958474740713,0.008705060396886788
W. Europe,1995 Q4,6387.310195691219,0.02607012212625781
Asia Pacific,1996 Q1,9020.671178350207,-0.020443608875080788
Central and E. Europe,1996 Q1,94.91806567706955,0.021041016553915215
Emerging Asia,1996 Q1,1181.128472837783,0.04199168436367384
Latin America,1996 Q1,573.4355239269888,0.09888198489280398
ME/Africa,1996 Q1,132.73053280156205,0.004257568646993448
North America,1996 Q1,3897.105012876168,0.009953924051111729
W. Europe,1996 Q1,6248.071630060809,-0.021799249036681734
Asia Pacific,1996 Q2,8883.78705311987,-0.015174494505338143
Central and E. Europe,1996 Q2,94.47901647868143,-0.0046255599000706304
Emerging Asia,1996 Q2,1258.39805674216,0.06542013479594555
Latin America,1996 Q2,599.7191055661252,0.04583528669298631
ME/Africa,1996 Q2,128.64930367467161,-0.030748231328145526
North America,1996 Q2,3964.3883471438,0.017264952842000802
W. Europe,1996 Q2,6224.329829596366,-0.0037998604801866565
Asia Pacific,1996 Q3,8767.750541004983,-0.013061604405987581
Central and E. Europe,1996 Q3,99.9166325996853,0.05755369100641339
Emerging Asia,1996 Q3,1301.7152742650014,0.034422508276104935
Latin America,1996 Q3,600.4275947586125,0.0011813683871526592
ME/Africa,1996 Q3,129.47076662141976,0.006385288713458337
North America,1996 Q3,4049.6607849328143,0.021509607617137272
W. Europe,1996 Q3,6301.533833952679,0.012403585039663545
Asia Pacific,1996 Q4,8529.633727711316,-0.027158255949464305
Central and E. Europe,1996 Q4,103.66730289252567,0.03753799738095043
Emerging Asia,1996 Q4,1390.9498934382832,0.06855156495237957
Latin America,1996 Q4,577.4106342232711,-0.038334281662378955
ME/Africa,1996 Q4,132.4377225909216,0.022916029980554642
North America,1996 Q4,4105.022216547497,0.013670634296250261
W. Europe,1996 Q4,6482.923896038439,0.028785065170709778
Asia Pacific,1997 Q1,7880.488196537487,-0.07610473695545295
Central and E. Europe,1997 Q1,106.60282382894886,0.028316748429989547
Emerging Asia,1997 Q1,1458.5866669416541,0.04862631919556781
Latin America,1997 Q1,579.1039181072738,0.002932547105372274
ME/Africa,1997 Q1,141.54542049351028,0.06876966565425513
North America,1997 Q1,4167.455897139555,0.015209096881470208
W. Europe,1997 Q1,6120.5240680147635,-0.05590067596584458
Asia Pacific,1997 Q2,8545.74890070468,0.0844187171626618
Central and E. Europe,1997 Q2,111.03409917149472,0.0415680859416645
Emerging Asia,1997 Q2,1509.1807055294396,0.034687029392549196
Latin America,1997 Q2,611.2603123786594,0.055527847880022296
ME/Africa,1997 Q2,141.62564584901378,5.6678171023683e-4
North America,1997 Q2,4272.108279608838,0.025111815230273393
W. Europe,1997 Q2,6156.404123844393,0.0058622522239779595
Asia Pacific,1997 Q3,8074.393169217804,-0.05515674950945593
Central and E. Europe,1997 Q3,116.32377712413052,0.047640121297023885
Emerging Asia,1997 Q3,1418.1615726741381,-0.0603102945338615
Latin America,1997 Q3,629.729156848204,0.030214368732160768
ME/Africa,1997 Q3,145.4133014947211,0.026744136791053474
North America,1997 Q3,4332.661904279198,0.014174178346412436
W. Europe,1997 Q3,6119.866601609866,-0.005934880410630283
Asia Pacific,1997 Q4,7883.595173922421,-0.023630010490790387
Central and E. Europe,1997 Q4,112.42271910906393,-0.03353620481996311
Emerging Asia,1997 Q4,1367.9452651632844,-0.03540944027707926
Latin America,1997 Q4,523.7451744298523,-0.16830089772054024
ME/Africa,1997 Q4,147.43522105057178,0.013904639637963845
North America,1997 Q4,4393.256850751485,0.013985616189539307
W. Europe,1997 Q4,6297.403939406881,0.02901000125563402
Asia Pacific,1998 Q1,7649.132300084792,-0.02974060294384362
Central and E. Europe,1998 Q1,119.05731837250549,0.059014755345004444
Emerging Asia,1998 Q1,1394.9985393657996,0.01977657651330511
Latin America,1998 Q1,541.81669309015615,0.0345044108138588
ME/Africa,1998 Q1,147.9863578309942,0.0037381622687930882
North America,1998 Q1,4449.02085082406,0.012693088969527588
W. Europe,1998 Q1,5927.510538069503,-0.0587374424280962
Asia Pacific,1998 Q2,7307.327441688821,-0.04468544208500391
Central and E. Europe,1998 Q2,117.3558588004043,-0.014291096048188123
Emerging Asia,1998 Q2,1374.6076645132512,-0.014617129894500591
Latin America,1998 Q2,558.8003306264235,0.031345725875303154
ME/Africa,1998 Q2,141.7634869586133,-0.042050300876298574
North America,1998 Q2,4516.058785483945,0.015068019887447326
W. Europe,1998 Q2,6161.534932790677,0.03948105924369938
Asia Pacific,1998 Q3,7618.158234846458,0.04253686394075151
Central and E. Europe,1998 Q3,117.38366155320259,2.36909797963758e-4
Emerging Asia,1998 Q3,1422.3804448756675,0.03475375672325587
Latin America,1998 Q3,520.8927139868691,-0.06783749858748178
ME/Africa,1998 Q3,141.20735928201185,-0.00392292605474498
North America,1998 Q3,4571.58005050505,0.01229418562919693
W. Europe,1998 Q3,6480.7268402373975,0.05180395971595231
Asia Pacific,1998 Q4,8906.153428484788,0.16906910488507187
Central and E. Europe,1998 Q4,117.20746489520315,-0.001501032219203502
Emerging Asia,1998 Q4,1493.3921176359618,0.04992452829067218
Latin America,1998 Q4,385.98385149195326,-0.25899548769330016
ME/Africa,1998 Q4,145.5231809767772,0.030563716485527026
North America,1998 Q4,4682.733126589708,0.0243139297259769
W. Europe,1998 Q4,6641.983671263233,0.024882522439401145
Asia Pacific,1999 Q1,8436.299034235873,-0.0527561531498173
Central and E. Europe,1999 Q1,103.0983239079796,-0.12037749472560233
Emerging Asia,1999 Q1,1465.6911715621254,-0.018549010502135865
Latin America,1999 Q1,352.7026754258533,-0.0862242706202796
ME/Africa,1999 Q1,145.4514175475618,-4.931408778569013e-4
North America,1999 Q1,4717.888430657741,0.007507432757252852
W. Europe,1999 Q1,6823.244253246697,0.02729012761167926
Asia Pacific,1999 Q2,8281.013562151282,-0.018406824065199445
Central and E. Europe,1999 Q2,100.3204970020484,-0.026943472993901985
Emerging Asia,1999 Q2,1481.1791636171336,0.010567022818661842
Latin America,1999 Q2,306.9196316110047,-0.12980634116134815
ME/Africa,1999 Q2,152.75938414034027,0.050243350776480566
North America,1999 Q2,4789.685445431761,0.015218039983198706
W. Europe,1999 Q2,7022.8015755653705,0.029246691883222375
Asia Pacific,1999 Q3,9235.405754713136,0.11525064962143561
Central and E. Europe,1999 Q3,105.25637594373192,0.04920110136199529
Emerging Asia,1999 Q3,1465.0766862059127,-0.0108713907181206
Latin America,1999 Q3,294.5240564945074,-0.040387038950338794
ME/Africa,1999 Q3,155.4982221481763,0.01792909825637845
North America,1999 Q3,4926.808908273136,0.02862890776515581
W. Europe,1999 Q3,7376.4077585503865,0.050351156754211646
Asia Pacific,1999 Q4,9757.462870048503,0.05652779414363507
Central and E. Europe,1999 Q4,91.59567464501991,-0.12978502419667926
Emerging Asia,1999 Q4,1494.5619386634808,0.020125398714742726
Latin America,1999 Q4,264.4166305206882,-0.1022239960027872
ME/Africa,1999 Q4,160.701967698526,0.0334649842195045
North America,1999 Q4,5102.359067414952,0.03563161519153524
W. Europe,1999 Q4,7554.388982243488,0.024128441582800697
Asia Pacific,2000 Q1,9220.189130921486,-0.055062852534774276
Central and E. Europe,2000 Q1,101.17356620548821,0.10456707260018039
Emerging Asia,2000 Q1,1510.037418347078,0.010354525485532173
Latin America,2000 Q1,265.6467167029207,0.004652075702689995
ME/Africa,2000 Q1,166.29896546879496,0.034828433344194165
North America,2000 Q1,5238.51884779909,0.026685652378659608
W. Europe,2000 Q1,7845.665749571176,0.03855729007499242
Asia Pacific,2000 Q2,8988.236449807806,-0.025157041555230908
Central and E. Europe,2000 Q2,109.82230458779382,0.08548417048717671
Emerging Asia,2000 Q2,1489.2155583189342,-0.013788969581254418
Latin America,2000 Q2,260.4965831098637,-0.019387153197216067
ME/Africa,2000 Q2,166.40339101689932,6.279386513921015e-4
North America,2000 Q2,5384.51969201675,0.027870634517044968
W. Europe,2000 Q2,8042.335619999804,0.025067327197743294
Asia Pacific,2000 Q3,8783.718118673336,-0.022753999883797338
Central and E. Europe,2000 Q3,113.19063043024212,0.030670689848395938
Emerging Asia,2000 Q3,1509.9694352597198,0.013936113428880015
Latin America,2000 Q3,217.2970035876727,-0.16583549391114938
ME/Africa,2000 Q3,169.4592140704147,0.01836394700156707
North America,2000 Q3,5483.738613235783,0.01842669855328749
W. Europe,2000 Q3,8352.941610365044,0.038621366359396836
Asia Pacific,2000 Q4,8177.598900976924,-0.06900485756798835
Central and E. Europe,2000 Q4,111.75839896406714,-0.012653268744338808
Emerging Asia,2000 Q4,1572.5982319665577,0.04147686386517191
Latin America,2000 Q4,225.22547759319374,0.03648680780046809
ME/Africa,2000 Q4,172.05914072587262,0.01534249211363381
North America,2000 Q4,5566.598006002001,0.015110018658844426
W. Europe,2000 Q4,8666.471114250413,0.037535220346364584
Asia Pacific,2001 Q1,7463.853341421208,-0.0872805781010425
Central and E. Europe,2001 Q1,106.28024694350583,-0.04901781048530107
Emerging Asia,2001 Q1,1547.4622897856573,-0.015983702429493096
Latin America,2001 Q1,236.213474593616,0.048786652015758936
ME/Africa,2001 Q1,172.07120187456073,7.00988545985215e-5
North America,2001 Q1,5570.1793884412855,6.433700503292172e-4
W. Europe,2001 Q1,8766.794959394296,0.011576089485709984
Asia Pacific,2001 Q2,7409.3789582576355,-0.007298426251392542
Central and E. Europe,2001 Q2,108.3765399402896,0.019724201411557507
Emerging Asia,2001 Q2,1593.624833741864,0.029831126910757177
Latin America,2001 Q2,228.51118064743628,-0.03260734367262852
ME/Africa,2001 Q2,178.33011967065949,0.036373999413693126
North America,2001 Q2,5625.630488771467,0.009954993630052256
W. Europe,2001 Q2,8936.221768117703,0.019325969126476883
Asia Pacific,2001 Q3,7711.507032329652,0.04077643696916056
Central and E. Europe,2001 Q3,102.70084128743814,-0.052370177678476404
Emerging Asia,2001 Q3,1631.170687398478,0.02356003298998277
Latin America,2001 Q3,218.9947714515717,-0.04164526728583662
ME/Africa,2001 Q3,172.57485606844568,-0.03227308775905402
North America,2001 Q3,5652.154133671207,0.004714786183109609
W. Europe,2001 Q3,9337.821332720889,0.04494064438239409
Asia Pacific,2001 Q4,7101.249676621545,-0.0791359397261352
Central and E. Europe,2001 Q4,105.227637572932,0.024603462384712893
Emerging Asia,2001 Q4,1671.9572716272576,0.02500448576220382
Latin America,2001 Q4,227.38857842455354,0.0383288008080962
ME/Africa,2001 Q4,159.74717266973403,-0.0743311261614149
North America,2001 Q4,6107.564873179307,0.08057295125678032
W. Europe,2001 Q4,9758.378434060603,0.04503803257254768
Asia Pacific,2002 Q1,7139.750538667196,0.00542170234802497
Central and E. Europe,2002 Q1,132.13368429323478,0.25569372591544237
Emerging Asia,2002 Q1,1836.882951889989,0.09864228175054679
Latin America,2002 Q1,193.9870723165187,-0.1468917495304951
ME/Africa,2002 Q1,163.84699170543917,0.025664423145574045
North America,2002 Q1,6071.429289298709,-0.0059165288672223815
W. Europe,2002 Q1,10068.93257726203,0.03182435947733597
Asia Pacific,2002 Q2,7783.915090234001,0.09022227710592423
Central and E. Europe,2002 Q2,147.33985266905464,0.11508169515711009
Emerging Asia,2002 Q2,1890.3982037622686,0.02913372995117469
Latin America,2002 Q2,170.08432455847634,-0.12321825095149364
ME/Africa,2002 Q2,162.76483362375234,-0.006604686911996005
North America,2002 Q2,6118.962634876666,0.00782902069892133
W. Europe,2002 Q2,10673.724951393539,0.060065192560457614
Asia Pacific,2002 Q3,7567.102380184457,-0.027853940791513154
Central and E. Europe,2002 Q3,126.85133518894196,-0.1390561827568314
Emerging Asia,2002 Q3,1945.4492560936478,0.02912140533238805
Latin America,2002 Q3,178.41389404207615,0.04897317554232372
ME/Africa,2002 Q3,159.4498149123798,-0.020366922249529407
North America,2002 Q3,6243.919644027218,0.020421273442384758
W. Europe,2002 Q3,10674.546240661086,7.694495326493467e-5
Asia Pacific,2002 Q4,7732.758540772149,0.021891624067554183
Central and E. Europe,2002 Q4,135.18647283834886,0.06570792208841891
Emerging Asia,2002 Q4,2026.6176429985644,0.04172218147077156
Latin America,2002 Q4,188.4423131836344,0.056208734165026586
ME/Africa,2002 Q4,177.0196831851941,0.11019058430685069
North America,2002 Q4,6353.460038666329,0.017543530487919456
W. Europe,2002 Q4,11509.972816985397,0.07826342754898885
Asia Pacific,2003 Q1,7508.604991404062,-0.028987527308166006
Central and E. Europe,2003 Q1,142.8606374501693,0.05676725230487323
Emerging Asia,2003 Q1,2144.9475376500054,0.05838787353906638
Latin America,2003 Q1,157.04414507835514,-0.16661952177737382
ME/Africa,2003 Q1,194.32818794979858,0.09777728924357354
North America,2003 Q1,6510.582444474725,0.024730210759518423
W. Europe,2003 Q1,11946.750160881382,0.037947730271910673
Asia Pacific,2003 Q2,7472.927168818576,-0.004751591357692986
Central and E. Europe,2003 Q2,155.66623717363268,0.08963700535026708
Emerging Asia,2003 Q2,2276.34757362387,0.0612602563314093
Latin America,2003 Q2,163.2613035037213,0.039588603715625226
ME/Africa,2003 Q2,205.62245531507352,0.0581195527238314
North America,2003 Q2,6705.573021150278,0.029949789951747574
W. Europe,2003 Q2,12739.654489040178,0.06636987611535505
Asia Pacific,2003 Q3,7811.847898825184,0.045353142396567625
Central and E. Europe,2003 Q3,176.2181165066482,0.13202528503397692
Emerging Asia,2003 Q3,2390.23885141508,0.05003246389561622
Latin America,2003 Q3,143.31443271292062,-0.12217757890402992
ME/Africa,2003 Q3,215.98991367771754,0.050419874360307926
North America,2003 Q3,6783.4347803541,0.011611499711991158
W. Europe,2003 Q3,13136.16943053631,0.031124465882277352
Asia Pacific,2003 Q4,8050.396912793996,0.030536822664543717
Central and E. Europe,2003 Q4,196.10833044688255,0.11287269626153318
Emerging Asia,2003 Q4,2471.9906043265114,0.03420233624896207
Latin America,2003 Q4,148.48648224627644,0.036088825357290855
ME/Africa,2003 Q4,226.54350947481393,0.04886152143587408
North America,2003 Q4,6946.321432317778,0.024012415131553055
W. Europe,2003 Q4,14497.797973838082,0.10365491633630519
Asia Pacific,2004 Q1,8141.648617883266,0.011335056653448916
Central and E. Europe,2004 Q1,235.23790660810891,0.1995304129715434
Emerging Asia,2004 Q1,2560.6497650669044,0.03586549260552219
Latin America,2004 Q1,145.48209748478314,-0.020233389033422533
ME/Africa,2004 Q1,231.46906747064156,0.02174221635060891
North America,2004 Q1,7025.150494928697,0.011348317721688872
W. Europe,2004 Q1,14423.424316338282,-0.005129996819793647
Asia Pacific,2004 Q2,7565.231886976438,-0.07079852717307389
Central and E. Europe,2004 Q2,267.2418668452511,0.1360493327738148
Emerging Asia,2004 Q2,2577.654950720151,0.006640965072707727
Latin America,2004 Q2,159.78898916906618,0.0983412525089522
ME/Africa,2004 Q2,234.91842086122296,0.014902005819930508
North America,2004 Q2,7207.149694107062,0.025906804318248433
W. Europe,2004 Q2,14593.675602469582,0.011803804866119538
Asia Pacific,2004 Q3,7528.981112102372,-0.004791759911083604
Central and E. Europe,2004 Q3,291.7350625283304,0.09165179083733288
Emerging Asia,2004 Q3,2626.805374348638,0.019067883238117256
Latin America,2004 Q3,165.22800642180567,0.03403874873371082
ME/Africa,2004 Q3,240.2309416348602,0.02261432183206935
North America,2004 Q3,7423.792800412176,0.03005947087268801
W. Europe,2004 Q3,14953.39203039858,0.024648788812883016
Asia Pacific,2004 Q4,8086.067567156246,0.07399227687772947
Central and E. Europe,2004 Q4,355.7509894369666,0.21943172121252874
Emerging Asia,2004 Q4,2652.8726684691183,0.009923572707378092
Latin America,2004 Q4,183.5832920970738,0.11109064421203185
ME/Africa,2004 Q4,274.67077689308684,0.14336136312770886
North America,2004 Q4,7734.819739600665,0.04189596174764221
W. Europe,2004 Q4,16799.738711537488,0.12347343515006437
Asia Pacific,2005 Q1,7921.86327837793,-0.02030706365171564
Central and E. Europe,2005 Q1,361.9733469396632,0.017490766540226632
Emerging Asia,2005 Q1,2799.721135917425,0.05535451029884819
Latin America,2005 Q1,189.85485567308433,0.0341619518005718
ME/Africa,2005 Q1,274.95215640310414,0.0010244246337383078
North America,2005 Q1,7862.453133267196,0.016501146499003028
W. Europe,2005 Q1,16295.32730064422,-0.030024955718320534
Asia Pacific,2005 Q2,7616.954724779502,-0.038489499614396405
Central and E. Europe,2005 Q2,388.26802269378436,0.07264257431225785
Emerging Asia,2005 Q2,2816.8302821462116,0.006111017990075851
Latin America,2005 Q2,206.24180286641564,0.08631302652352701
ME/Africa,2005 Q2,266.6972524645017,-0.030023055816663757
North America,2005 Q2,8143.13855067733,0.035699470973316716
W. Europe,2005 Q2,15825.784030346796,-0.02881459584299728
Asia Pacific,2005 Q3,7596.5471205139775,-0.0026792340250013646
Central and E. Europe,2005 Q3,422.0955372763816,0.08712413231433169
Emerging Asia,2005 Q3,2934.0994618386317,0.04163160998222071
Latin America,2005 Q3,213.2453048228377,0.0339577227268435
ME/Africa,2005 Q3,283.7507279212186,0.06394319888611077
North America,2005 Q3,8447.02259052206,0.037317802951965406
W. Europe,2005 Q3,16069.730223612285,0.015414477589085651
Asia Pacific,2005 Q4,7500.730072228214,-0.012613236877977774
Central and E. Europe,2005 Q4,455.5169020520076,0.07917962125655498
Emerging Asia,2005 Q4,2975.258300572968,0.014027758523408984
Latin America,2005 Q4,234.85218399780314,0.10132405584693283
ME/Africa,2005 Q4,295.67626083161076,0.042028201998844716
North America,2005 Q4,8606.17559071367,0.018841313431573914
W. Europe,2005 Q4,16073.52188864163,2.3595075813864774e-4
Asia Pacific,2006 Q1,7556.914604060848,0.007490541759482827
Central and E. Europe,2006 Q1,529.5749629827969,0.16258027001231645
