Time Series Search Export,Search term,Search filters,,Last update of Locational banking statistics data,Downloaded at,Source,Source URL,Download URL,About Locational banking statistics
,,TIMESPAN:Timespan,1990-01-01_2024-12-31:,2025-04-30,2025-05-23 13:58 CEST,BIS,https://data.bis.org/topics/LBS/data?filter=TIMESPAN%3D1990-01-01_2024-12-31%255EL_POSITION%3DC%255EL_CURR_TYPE%3DA%255EL_REP_CTY_TXT%3DAll%2520reporting%2520countries%255EL_POS_TYPE%3DN%255EL_INSTR%3DA%255EL_DENOM%3DUSD%255EL_CP_SECTOR%3DN%255EL_MEASURE%3DS%255EL_CP_COUNTRY_TXT%3DArgentina%257CBolivia%257CBrazil%257CCanada%257CChile%257CColombia%257CCosta%2520Rica%257CEcuador%257CMexico%257CUnited%2520States%257CChina%257CCyprus%257CIndonesia%257CIsrael%257CJapan%257CKorea%257CMalaysia%257CSingapore%257CThailand%257CT%25C3%25BCrkiye%257CAustria%257CBelarus%257CBelgium%257CBulgaria%257CCroatia%257CCzechia%257CDenmark%257CFinland%257CFrance%257CGermany%257CGreece%257CHungary%257CIceland%257CIreland%257CItaly%257CLatvia%257CLithuania%257CLuxembourg%257CMalta%257CNetherlands%257CNorway%257CPoland%257CPortugal%257CRomania%257CRussia%257CSlovakia%257CSlovenia%257CSpain%257CSweden%257CSwitzerland%257CUnited%2520Kingdom%257CAustralia%257CNew%2520Zealand%257CCzechoslovakia%257CSouth%2520Africa&page_size=100&selected_ts=BIS%2CWS_LBS_D_PUB%2C1.0%255EQ.S.C.A.USD.A.5J.A.5A.N.US%2BGB%2BIE%2BLU%2BCA%2BCN%2BSG%2BJP%2BBR%2BNL%2BFR%2BCH%2BMX%2BID%2BKR%2BAU%2BCL%2BDE%2BCO%2BTR%2BNO%2BSE%2BTH%2BDK%2BMY%2BAR%2BBE%2BES%2BFI%2BZA%2BIL%2BHU%2BEC%2BNZ%2BGR%2BIT%2BMT%2BRU%2BAT%2BCR%2BCY%2BPL%2BBO%2BBY%2BPT%2BRO%2BIS%2BSI%2BCZ%2BHR%2BSK%2BBG%2BLV%2BLT%2BC9.N,https://data.bis.org/topics/LBS/data?filter=TIMESPAN%3D1990-01-01_2024-12-31%255EL_POSITION%3DC%255EL_CURR_TYPE%3DA%255EL_REP_CTY_TXT%3DAll%2520reporting%2520countries%255EL_POS_TYPE%3DN%255EL_INSTR%3DA%255EL_DENOM%3DUSD%255EL_CP_SECTOR%3DN%255EL_MEASURE%3DS%255EL_CP_COUNTRY_TXT%3DArgentina%257CBolivia%257CBrazil%257CCanada%257CChile%257CColombia%257CCosta%2520Rica%257CEcuador%257CMexico%257CUnited%2520States%257CChina%257CCyprus%257CIndonesia%257CIsrael%257CJapan%257CKorea%257CMalaysia%257CSingapore%257CThailand%257CT%25C3%25BCrkiye%257CAustria%257CBelarus%257CBelgium%257CBulgaria%257CCroatia%257CCzechia%257CDenmark%257CFinland%257CFrance%257CGermany%257CGreece%257CHungary%257CIceland%257CIreland%257CItaly%257CLatvia%257CLithuania%257CLuxembourg%257CMalta%257CNetherlands%257CNorway%257CPoland%257CPortugal%257CRomania%257CRussia%257CSlovakia%257CSlovenia%257CSpain%257CSweden%257CSwitzerland%257CUnited%2520Kingdom%257CAustralia%257CNew%2520Zealand%257CCzechoslovakia%257CSouth%2520Africa&page_size=100&selected_ts=BIS%2CWS_LBS_D_PUB%2C1.0%255EQ.S.C.A.USD.A.5J.A.5A.N.US%2BGB%2BIE%2BLU%2BCA%2BCN%2BSG%2BJP%2BBR%2BNL%2BFR%2BCH%2BMX%2BID%2BKR%2BAU%2BCL%2BDE%2BCO%2BTR%2BNO%2BSE%2BTH%2BDK%2BMY%2BAR%2BBE%2BES%2BFI%2BZA%2BIL%2BHU%2BEC%2BNZ%2BGR%2BIT%2BMT%2BRU%2BAT%2BCR%2BCY%2BPL%2BBO%2BBY%2BPT%2BRO%2BIS%2BSI%2BCZ%2BHR%2BSK%2BBG%2BLV%2BLT%2BC9.N&file_format=csv&format=wide&split_frequencies=false&transposed=false&include=code%2Clabel,https://data.bis.org/topics/LBS

DATAFLOW_ID:Dataflow ID,"BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0"
2019-12-31,15994.733,6911.29,49923.46,12039.752,52.088,1057.598,82300.758,3259.888,,104843.153,65195.259,21531.164,195001.492,12401.908,6931.319,21116.062,317.671,36080.961,8895.685,10178.101,6818.484,5469.083,37949.895,619103.698,10789.066,472.794,1829.717,51235.828,176138.039,6006.506,498.128,5371.326,145246.186,25204.741,487.219,188025.635,184.103,6942.841,57308.86,13491.272,126349.149,21036.68,6048.771,2304.414,1981.154,413.418,17333.329,15260.181,77353.816,225.426,337.055,12446.232,32891.757,2818216.02,12668.159
2020-03-31,14833.974,6580.258,53311.787,18204.647,49.541,1020.202,86927.018,3055.926,,109692.394,74631.269,22768.208,195377.014,12565.626,7160.06,19972.082,373.885,35927.73,10559.978,9514.476,7337.456,6490.665,43070.743,745514.958,11218.81,477.191,1787.332,51975.339,176386.364,5584.619,626.167,5260.172,131610.228,25693.382,389.73,181107.441,179.34,6762.122,61029.342,13673.688,128709.631,19788.549,6845.694,2879.08,2178.233,356.326,18342.252,16861.445,81439.861,198.059,288.192,12544.507,32291.869,3155625.685,12305.668
2020-06-30,13844.245,6910.893,50346.858,12456.636,39.905,1020.123,87017.788,3042.791,,104364.018,71877.112,23879.624,198329.446,14226.589,7249.558,19195.776,363.602,35400.077,9838.177,9357.918,7820.28,6182.301,45092.018,697975.478,10472.419,543.393,7004.162,51312.074,165135.937,5993.288,618.114,5417.63,127695.238,27120.485,341.245,165710.405,138.389,6739.364,62438.507,12778.556,127426.49,18752.347,6363.852,2969.76,1853.36,366.621,18520.481,15700.944,86174.75,166.929,312.96,12133.287,31446.367,2969876.041,13277.95
2020-09-30,12650.947,6248.343,46547.905,11505.212,38.172,1036.088,81133.717,2748.315,,100826.521,70052.24,25170.317,205101.883,13806.048,4336.328,19587.322,731.876,35826.645,8932.084,9048.072,7198.085,5645.639,37570.869,687787.849,10679.018,423.813,6902.284,51214.005,169852.383,5448.094,634.455,5515.479,123035.046,26946.345,363.347,163893.29,141.796,6744.177,62003.966,12381.277,117915.14,18884.143,4905.548,2842.465,2044.476,488.321,17694.984,15610.064,82758.084,187.507,278.713,11988.211,30820.79,3063144.239,12609.746
2020-12-31,12595.338,6193.348,46085.688,12274.095,101.56,1110.634,77241.528,2689.398,,130742.365,66151.014,24132.98,196253.074,14223.969,5586.515,16567.492,314.613,35887.12,8890.186,9085.202,7746.412,6676.309,38308.689,742212.594,11272.837,400.86,5684.957,50040.354,167695.215,6868.504,643.258,5880.944,168865.213,30378.828,380.528,171731.149,216.606,6489.603,58612.885,12429.941,116412.651,21994.146,5148.721,2948.822,2823.168,584.717,17076.952,15833.019,87504.281,174.11,331.111,16203.073,31356.077,3226614.349,12189.717
2021-03-31,12847.793,5933.949,46957.036,11615.991,66.077,1095.838,75410.338,2471.302,,133998.549,69630.573,23291.848,217058.817,13082.678,5358.94,15646.629,691.922,32744.711,8517.352,8835.251,8722.165,7662.188,36883.268,754981.823,10773.777,338.582,9689.818,50303.136,171488.996,7199.918,610.939,5387.763,134703.907,31826.672,174.096,174920.257,265.676,6586.987,59098.251,11620.93,125957.468,17370.132,5072.376,2913.196,3399.875,461.197,17899.166,15627.106,101671.932,175.467,351.871,16327.741,32393.328,3416214.556,11115.628
2021-06-30,13146.538,5917.75,45405.724,10117.273,70.959,1216.413,76583.747,2501.783,,149920.456,65525.595,22654.584,215744.84,12861.401,4128.346,16266.542,481.593,32451.737,7655.134,8794.445,9666.552,6868.752,35710.779,730051.262,11056.999,290.289,9936.608,49458.187,178832.939,7516.688,670.544,5689.824,134223.708,31943.933,197.627,182684.104,398.375,6547.666,59307.591,12117.23,116677.496,16152.08,4655.31,2646.945,3406.258,394.416,17909.256,15855.486,107681.289,185.791,381.858,15332.932,31707.402,3347737.655,10342.836
2021-09-30,12963.186,6479.314,44130.331,9742.771,52.434,1198.634,75820.226,2277.852,,147851.702,71164.114,22816.445,217668.641,16264.436,5581.766,16406.635,433.576,32840.293,8599.385,8606.423,7840.764,6290.591,41073.959,739170.88,11503.518,273.454,10009.454,49054.016,181922.696,7489.573,676.39,6532.218,138893.081,31980.848,200.22,187459.739,221.666,6577.104,56814.856,11901.633,98666.137,15137.137,5086.494,3161.479,3118.934,535.198,18142.341,16203.138,109551.391,171.709,331.592,15052.026,32759.529,3472338.928,8935.467
2021-12-31,11384.846,5797.669,42865.586,9068.426,58.435,1289.123,77660.051,2212.903,,164118.096,77500.958,24693.273,210926.096,15154.887,5329.896,16496.446,1003.9,32861.547,9436.404,8705.341,7923.282,6171.645,47021.803,705833.492,11206.954,188.412,13141.941,50022.635,188718.468,7830.139,698.312,6120.147,140386.702,31513.276,316.227,202294.534,220.183,6522.011,59128.105,12286.357,97340.715,15461.129,5417.149,3566.386,2697.683,536.055,18222.966,15738.09,114533.841,239.885,287.879,14584.025,31016.578,3615146.232,8633.402
2022-03-31,11540.227,5667.528,43538.511,10764.81,154.209,1312.756,82302.408,1897.489,,136814.722,79504.797,24288.068,203123.73,15889.799,5531.688,7778.748,876.743,31581.519,9418.307,8369.02,8636.247,6398.577,54589.033,757527.844,10765.477,236.691,13352.656,50303.76,180584.421,7653.679,766.96,6768.977,124824.601,32259.943,153.567,204023.861,122.082,6108.855,60393.692,11538.759,94228.962,13837.256,6313.353,2892.685,2874.909,1099.809,15850.687,15376.033,116256.74,237.454,265.663,14972.122,28280.466,3661650.586,8595.691
2022-06-30,10596.713,6148.984,39636.081,10894.288,91.091,1346.692,82303.055,1872.567,,131069.751,64273.172,26142.777,191135.64,16941.121,4261.676,6961.778,339.483,37056.83,9511.264,8181.992,8642.458,7547.994,58685.243,791935.037,10715.929,104.728,13647.974,50674.824,164047.384,7250.258,486.36,7024.646,128695.965,34453.645,29.793,188290.414,91.745,5888.241,59340.81,10730.381,93991.458,13687.406,6637.654,2893.008,3535.979,984.178,14623.647,15211.87,114681.306,213.088,79.393,14690.546,26965.047,3384744.682,8123.68
2022-09-30,11372.524,4450.213,39353.852,11653.6,119.421,1381.828,84406.969,1640.718,,140085.5,70763.689,27811.23,183128.351,17538.952,4355.156,6125.74,342.432,32612.534,8888.278,7852.453,8543.741,6993.337,52160.437,778665.082,10400.024,180.576,3517.117,49659.263,165116.595,6565.582,620.155,7338.766,124573.321,34285.899,39.032,191094.324,39.726,6095.905,59394.943,10742.072,99333.199,14922.563,7086.482,2931.878,3031.549,1064.396,13878.782,15362.869,114372.085,214.051,68.133,14697.176,27039.648,3399291.6,8128.521
2022-12-31,11304.196,4344.213,36659.126,9787.574,60.966,1480.209,81097.938,1643.433,,140927.165,57414.578,27899.825,166608.872,18630.603,4373.591,5092.348,293.304,28143.912,7162.959,7895.267,7587.153,6862.463,54577.58,772975.529,9241.969,293.446,5398.419,47413.973,167307.796,6380.186,521.896,6515.967,124319.873,33905.974,15.261,190284.776,74.834,5655.88,57534.45,10261.947,91833.301,12638.93,5827.179,2454.843,2348.396,986.015,12108.812,12169.196,110819.251,116.739,104.421,14685.496,24782.947,3436394.97,9045.149
2023-03-31,10524.281,4391.37,37489.093,9808.085,246.598,1482.802,80425.701,1531.026,,123978.825,56904.455,27810.845,157862.279,18649.487,4111.474,4274.059,413.471,30265.042,6814.727,7672.941,7981.066,5376.452,54894.735,790346.793,8231.394,227.585,5869.248,47422.003,170824.064,7158.649,478.078,7499.274,103216.064,35973.951,17.299,186537.1,53.396,5548.831,63748.4,9909.527,88722.342,12726.772,5797.802,2647.02,2232.279,1023.743,11291.25,11502.323,104584.435,192.63,146.213,14315.968,25005.385,3644982.599,8997.597
2023-06-30,12034.597,3978.614,39664.459,11195.929,56.706,1465.763,80933.787,1515.206,,139418.834,56749.347,29107.207,147715.461,19060.519,3882.224,4369.073,333.159,24786.698,7078.895,7778.73,7240.395,6232.769,57689.114,851724.096,7672.57,183.189,5822.644,47085.668,179060.587,7362.63,575.838,5227.602,104407.963,34276.627,20.944,199195.372,14.93,5675.817,63430.789,10011.518,82748.33,13249.604,5635.346,2653.675,2039.256,1141.487,10046.7,14166.209,110939.384,109.381,119.756,13832.459,24762.195,3740497.173,7559.823
2023-09-30,11054.958,3830.569,36230.519,9848.602,76.712,1445.995,78843.441,1475.499,,143160.598,65886.205,28331.806,140605.804,19735.541,3866.214,4352.109,304.098,29665.737,7445.828,7645.19,7658.958,7473.998,66857.355,976680.702,6212.007,287.231,6280.146,47400.882,183131.645,7793.784,623.765,5512.448,100409.545,43832.903,4.649,194094.264,17.826,5484.306,63183.123,9893.683,85771.827,13111.711,4847.04,2164.761,2094.084,741.313,8787.69,12372.905,106938.631,322.473,103.349,13642.16,23409.807,3800836.046,7402.729
2023-12-31,11127.835,4131.787,37622.137,7728.433,52.406,1446.113,78687.326,1474.692,,143341.744,63584.166,30577.577,136751.201,18999.154,3879.355,3672.085,233.46,28994.789,7666.365,7522.516,7813.572,6617.682,62635.765,888805.991,5983.142,160.856,6308.906,48485.057,190048.009,8176.506,556.796,4998.954,98914.566,39876.096,1.274,202866.433,9.558,5483.116,62753.688,9618.158,77651.381,11736.684,5281.573,2145.933,1960.882,797.526,7297.348,12507.385,113135.134,243.571,203.267,13507.705,22372.304,4062957.139,7432.628
2024-03-31,10880.543,4499.751,41449.317,6491.763,56.555,1370.363,80161.395,1432.805,,171054.852,64032.171,31525.274,135215.267,19592.881,3696.078,3737.655,243.053,29378.881,7719.022,7277.829,7400.089,6310.775,60680.378,922298.476,5638.473,89.773,6275.669,49506.833,197395.24,7198.529,479.215,5219.719,96208.97,44923.621,16.585,197163.807,12.94,5144.156,61269.615,9973.944,85040.524,13492.434,4805.633,2781.192,1746.566,850.066,6605.529,12954.073,109773.67,217.139,92.959,13643.996,20755.792,4326925.693,7824.153
2024-06-30,11032.433,4267.059,36531.561,7917.858,90.032,1673.779,80928.367,1431.291,,165130.699,60187.285,32093.665,137260.039,19991.354,3749.971,3756.682,345.709,28102.699,7000.23,7037.016,10799.874,6375.528,67522.683,919208.135,5518.072,337.886,6884.088,49368.794,202590.892,6947.871,505.824,4830.134,94021.755,45796.651,42.107,212463.096,80.607,4840.016,59610.667,10047.102,81946.313,13367.484,5011.74,2760.12,1605.263,486.686,5765.008,13046.305,123661.077,230.837,98.672,13469.917,21576.833,4272259.161,7470.446
2024-09-30,9685.224,3955.674,39647.117,7570.524,147.648,1359.414,88899.347,1291.799,,165145.096,62136.849,34337.447,131522.03,20602.915,3756.255,4177.496,279.519,28285.781,7852.986,6986.735,6625.533,6719.315,72005.487,884794.442,5400.894,121.511,6932.678,49442.887,218908.677,7790.308,347.106,5331.84,92388.034,44497.155,22.463,213030.767,30.848,5255.849,61086.476,10118.537,77279.192,13366.998,5251.503,3052.082,1741.996,644.114,5039.07,13158.147,118094.568,189.756,93.564,13588.095,21247.993,4579385.299,7546.118
2024-12-31,9668.076,3821.535,38651.541,8000.754,93.2,1367.771,83724.181,1292.045,,166986.699,65392.763,32983.065,135150.005,20297.844,3817.043,3723.021,315.043,28398.705,11124.553,6875.48,7961.815,7553.436,72018.237,796068.375,5320.694,108.43,6967.011,49185.7,232553.333,7411.621,366.726,5261.311,92498.976,41770.862,19.329,230225.893,69.1,5104.225,62817.376,10006.226,82364.034,15655.357,5929.039,3507.587,1031.02,660.722,4395.661,15044.72,123751.267,337.044,105.188,13543.758,19359.931,4618325.885,7474.786
