Time Series Search Export,Search term,Search filters,,Last update of Locational banking statistics data,Downloaded at,Source,Source URL,Download URL,About Locational banking statistics
,,TIMESPAN:Timespan,1990-01-01_2024-12-31:,2025-04-30,2025-05-23 13:58 CEST,BIS,https://data.bis.org/topics/LBS/data?filter=TIMESPAN%3D1990-01-01_2024-12-31%255EL_POSITION%3DC%255EL_CURR_TYPE%3DA%255EL_REP_CTY_TXT%3DAll%2520reporting%2520countries%255EL_POS_TYPE%3DN%255EL_INSTR%3DA%255EL_DENOM%3DUSD%255EL_CP_SECTOR%3DN%255EL_MEASURE%3DS%255EL_CP_COUNTRY_TXT%3DArgentina%257CBolivia%257CBrazil%257CCanada%257CChile%257CColombia%257CCosta%2520Rica%257CEcuador%257CMexico%257CUnited%2520States%257CChina%257CCyprus%257CIndonesia%257CIsrael%257CJapan%257CKorea%257CMalaysia%257CSingapore%257CThailand%257CT%25C3%25BCrkiye%257CAustria%257CBelarus%257CBelgium%257CBulgaria%257CCroatia%257CCzechia%257CDenmark%257CFinland%257CFrance%257CGermany%257CGreece%257CHungary%257CIceland%257CIreland%257CItaly%257CLatvia%257CLithuania%257CLuxembourg%257CMalta%257CNetherlands%257CNorway%257CPoland%257CPortugal%257CRomania%257CRussia%257CSlovakia%257CSlovenia%257CSpain%257CSweden%257CSwitzerland%257CUnited%2520Kingdom%257CAustralia%257CNew%2520Zealand%257CCzechoslovakia%257CSouth%2520Africa&page_size=100&selected_ts=BIS%2CWS_LBS_D_PUB%2C1.0%255EQ.S.C.A.USD.A.5J.A.5A.N.US%2BGB%2BIE%2BLU%2BCA%2BCN%2BSG%2BJP%2BBR%2BNL%2BFR%2BCH%2BMX%2BID%2BKR%2BAU%2BCL%2BDE%2BCO%2BTR%2BNO%2BSE%2BTH%2BDK%2BMY%2BAR%2BBE%2BES%2BFI%2BZA%2BIL%2BHU%2BEC%2BNZ%2BGR%2BIT%2BMT%2BRU%2BAT%2BCR%2BCY%2BPL%2BBO%2BBY%2BPT%2BRO%2BIS%2BSI%2BCZ%2BHR%2BSK%2BBG%2BLV%2BLT%2BC9.N,https://data.bis.org/topics/LBS/data?filter=TIMESPAN%3D1990-01-01_2024-12-31%255EL_POSITION%3DC%255EL_CURR_TYPE%3DA%255EL_REP_CTY_TXT%3DAll%2520reporting%2520countries%255EL_POS_TYPE%3DN%255EL_INSTR%3DA%255EL_DENOM%3DUSD%255EL_CP_SECTOR%3DN%255EL_MEASURE%3DS%255EL_CP_COUNTRY_TXT%3DArgentina%257CBolivia%257CBrazil%257CCanada%257CChile%257CColombia%257CCosta%2520Rica%257CEcuador%257CMexico%257CUnited%2520States%257CChina%257CCyprus%257CIndonesia%257CIsrael%257CJapan%257CKorea%257CMalaysia%257CSingapore%257CThailand%257CT%25C3%25BCrkiye%257CAustria%257CBelarus%257CBelgium%257CBulgaria%257CCroatia%257CCzechia%257CDenmark%257CFinland%257CFrance%257CGermany%257CGreece%257CHungary%257CIceland%257CIreland%257CItaly%257CLatvia%257CLithuania%257CLuxembourg%257CMalta%257CNetherlands%257CNorway%257CPoland%257CPortugal%257CRomania%257CRussia%257CSlovakia%257CSlovenia%257CSpain%257CSweden%257CSwitzerland%257CUnited%2520Kingdom%257CAustralia%257CNew%2520Zealand%257CCzechoslovakia%257CSouth%2520Africa&page_size=100&selected_ts=BIS%2CWS_LBS_D_PUB%2C1.0%255EQ.S.C.A.USD.A.5J.A.5A.N.US%2BGB%2BIE%2BLU%2BCA%2BCN%2BSG%2BJP%2BBR%2BNL%2BFR%2BCH%2BMX%2BID%2BKR%2BAU%2BCL%2BDE%2BCO%2BTR%2BNO%2BSE%2BTH%2BDK%2BMY%2BAR%2BBE%2BES%2BFI%2BZA%2BIL%2BHU%2BEC%2BNZ%2BGR%2BIT%2BMT%2BRU%2BAT%2BCR%2BCY%2BPL%2BBO%2BBY%2BPT%2BRO%2BIS%2BSI%2BCZ%2BHR%2BSK%2BBG%2BLV%2BLT%2BC9.N&file_format=csv&format=wide&split_frequencies=false&transposed=false&include=code%2Clabel,https://data.bis.org/topics/LBS

DATAFLOW_ID:Dataflow ID,"BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0","BIS,WS_LBS_D_PUB,1.0"
2000-06-30,26676.0,2812.0,12712.0,10749.0,627.0,150.0,33409.0,9.0,,19847.0,13878.0,13743.0,9242.0,8312.0,1458.0,3313.0,836.0,14908.0,4096.0,1763.0,4139.0,3210.0,16628.0,61209.0,7824.0,647.0,1315.0,16372.0,18346.0,3048.0,589.0,10935.0,55789.0,17341.0,514.0,13158.0,40.0,1554.0,37897.0,3499.0,24223.0,8212.0,2376.0,4161.0,4025.0,847.0,9963.0,8048.0,7688.0,334.0,1089.0,6229.0,14509.0,733435.0,5359.0
2000-09-30,27062.0,3268.0,12790.0,9702.0,651.0,175.0,33143.0,13.0,,20722.0,14026.0,14160.0,8974.0,8267.0,1501.0,3473.0,817.0,17500.0,4310.0,1293.0,4213.0,3531.0,15304.0,62176.0,7220.0,668.0,1173.0,15380.0,16977.0,2892.0,692.0,10434.0,47206.0,17116.0,409.0,13542.0,14.0,1509.0,37661.0,3613.0,25748.0,9271.0,2408.0,3881.0,3870.0,816.0,12578.0,9590.0,5824.0,325.0,968.0,5714.0,14885.0,751214.0,4769.0
2000-12-31,25318.0,3861.0,14135.0,9419.0,648.0,193.0,35436.0,11.0,,21910.0,18153.0,13571.0,8655.0,7845.0,1686.0,3627.0,830.0,20435.0,5183.0,1049.0,4382.0,3731.0,15793.0,66226.0,6770.0,971.0,1382.0,14461.0,17294.0,3800.0,707.0,10443.0,40041.0,11480.0,406.0,14492.0,15.0,1507.0,37868.0,3825.0,28490.0,8712.0,2584.0,3808.0,3105.0,910.0,12544.0,9949.0,5322.0,350.0,732.0,5783.0,17464.0,787091.0,4583.0
2001-03-31,24800.0,3882.0,14765.0,8239.0,619.0,183.0,36089.0,14.0,,23602.0,17363.0,14016.0,8744.0,7941.0,2000.0,3671.0,889.0,22554.0,4207.0,1274.0,6087.0,3247.0,16503.0,72525.0,7084.0,890.0,1268.0,14090.0,16592.0,4084.0,715.0,11335.0,38770.0,15625.0,387.0,15514.0,24.0,1532.0,39661.0,3936.0,36401.0,10065.0,2404.0,3794.0,3295.0,981.0,11654.0,9750.0,5498.0,353.0,704.0,5665.0,17603.0,890961.0,4895.0
2001-06-30,26363.0,3849.0,14222.0,7584.0,666.0,186.0,38519.0,22.0,,24587.0,18454.0,13952.0,11810.0,7201.0,2297.0,3677.0,783.0,27257.0,4241.0,1332.0,6063.0,2882.0,19655.0,79554.0,7208.0,888.0,1289.0,13528.0,15275.0,4276.0,784.0,11587.0,38046.0,15324.0,370.0,16972.0,28.0,1524.0,40585.0,4262.0,33929.0,10952.0,2788.0,3468.0,3425.0,1000.0,11968.0,10052.0,5195.0,316.0,582.0,5462.0,15758.0,901745.0,4674.0
2001-09-30,25679.0,4385.0,14147.0,8019.0,676.0,171.0,38406.0,16.0,,25915.0,17037.0,12977.0,9414.0,7465.0,2138.0,3531.0,701.0,20614.0,4537.0,1327.0,6440.0,3038.0,19405.0,71990.0,7631.0,950.0,1191.0,12888.0,15393.0,4414.0,802.0,12647.0,33164.0,16358.0,346.0,18304.0,28.0,1536.0,39540.0,4218.0,35740.0,9842.0,2593.0,3310.0,3538.0,1018.0,12340.0,10199.0,5738.0,137.0,566.0,5369.0,17711.0,909619.0,4153.0
2001-12-31,24445.0,4201.0,15645.0,7838.0,588.0,245.0,37712.0,14.0,,27722.0,19059.0,13188.0,8746.0,7051.0,2465.0,3604.0,1037.0,25730.0,5077.0,1313.0,6568.0,3216.0,26072.0,60295.0,7847.0,699.0,1069.0,12585.0,18553.0,5740.0,789.0,11128.0,34320.0,15033.0,273.0,20928.0,42.0,1509.0,40157.0,4265.0,32619.0,11170.0,2351.0,3533.0,3655.0,995.0,13524.0,10044.0,6160.0,124.0,504.0,5375.0,16925.0,947293.0,4071.0
2002-03-31,21949.0,5010.0,13959.0,7040.0,565.0,334.0,38519.0,24.0,,25027.0,18182.0,12962.0,8387.0,6858.0,2210.0,3634.0,687.0,22551.0,3690.0,1403.0,8627.0,3875.0,19799.0,68601.0,7973.0,569.0,1064.0,11653.0,18885.0,4418.0,776.0,12320.0,32471.0,17734.0,260.0,22881.0,42.0,1467.0,42944.0,4503.0,34228.0,9749.0,2992.0,3785.0,3802.0,973.0,14151.0,10583.0,5264.0,105.0,510.0,5258.0,17837.0,968436.0,3781.0
2002-06-30,20107.0,4828.0,14146.0,6050.0,505.0,187.0,35511.0,25.0,,23976.0,18619.0,12424.0,12406.0,6144.0,1921.0,3328.0,690.0,21501.0,4279.0,1448.0,7221.0,3787.0,19736.0,62526.0,6604.0,582.0,994.0,11167.0,16989.0,4448.0,746.0,11068.0,31335.0,17262.0,237.0,23644.0,33.0,1508.0,43882.0,4758.0,33178.0,9970.0,2939.0,3398.0,3270.0,958.0,15545.0,10293.0,5194.0,90.0,518.0,4862.0,16497.0,1003837.0,3563.0
2002-09-30,18317.0,4640.0,15559.0,5898.0,549.0,149.0,34170.0,14.0,,24267.0,18166.0,12193.0,11915.0,6036.0,1949.0,3423.0,689.0,20768.0,3793.0,1448.0,7548.0,3631.0,19973.0,64915.0,6882.0,669.0,1136.0,10514.0,15762.0,6105.0,800.0,12009.0,29083.0,19843.0,191.0,24979.0,41.0,1557.0,42557.0,4736.0,36246.0,11808.0,3269.0,3834.0,3460.0,968.0,15073.0,10725.0,5574.0,77.0,525.0,4776.0,17646.0,1052609.0,3741.0
2002-12-31,17833.0,4552.0,15332.0,5188.0,575.0,144.0,34518.0,10.0,,25760.0,16973.0,12714.0,6404.0,6333.0,2863.0,3169.0,662.0,21925.0,3773.0,1416.0,8111.0,3219.0,18039.0,65853.0,7114.0,888.0,1016.0,9805.0,18716.0,5753.0,784.0,13074.0,29405.0,13774.0,169.0,29623.0,84.0,1178.0,45566.0,5002.0,35379.0,12402.0,2672.0,3608.0,3482.0,1069.0,16979.0,10591.0,5732.0,71.0,410.0,4365.0,17537.0,1097859.0,3562.0
2003-03-31,16955.0,4078.0,15162.0,6697.0,578.0,143.0,35710.0,31.0,,26370.0,18447.0,12878.0,9464.0,6188.0,2630.0,3318.0,635.0,17754.0,3674.0,1537.0,6069.0,2937.0,25429.0,101579.0,7458.0,873.0,881.0,9137.0,23398.0,3092.0,972.0,14491.0,32072.0,10408.0,213.0,26438.0,117.0,1290.0,46374.0,4656.0,37661.0,6952.0,2424.0,3422.0,4019.0,1060.0,18234.0,9896.0,5682.0,82.0,414.0,4396.0,16623.0,1115475.0,3575.0
2003-06-30,16512.0,4525.0,14753.0,5381.0,584.0,134.0,35143.0,19.0,,26459.0,20283.0,12698.0,8310.0,6775.0,2562.0,3353.0,608.0,19451.0,3662.0,1567.0,6249.0,3120.0,30030.0,105703.0,7287.0,867.0,876.0,8980.0,22910.0,3162.0,1010.0,15774.0,37992.0,10964.0,156.0,28224.0,111.0,1404.0,45409.0,4990.0,38182.0,7231.0,2379.0,3258.0,4586.0,1165.0,19340.0,9960.0,5728.0,86.0,288.0,4465.0,17267.0,1181685.0,3830.0
2003-09-30,14766.0,4446.0,14524.0,4660.0,494.0,158.0,34679.0,23.0,,26359.0,19700.0,12337.0,7790.0,6199.0,2622.0,3677.0,607.0,21984.0,3545.0,1531.0,5951.0,3503.0,30443.0,116781.0,7088.0,778.0,1054.0,8309.0,28581.0,3436.0,998.0,15198.0,32232.0,10777.0,98.0,27022.0,118.0,1367.0,43060.0,4613.0,38264.0,6841.0,2424.0,3277.0,4399.0,970.0,21155.0,10075.0,5602.0,90.0,298.0,3937.0,18721.0,1217795.0,3721.0
2003-12-31,13098.0,5115.0,14361.0,4682.0,624.0,285.0,35282.0,43.0,,27412.0,18816.0,12143.0,6709.0,5421.0,2584.0,3498.0,686.0,22049.0,3144.0,1422.0,6090.0,3011.0,30472.0,125589.0,7265.0,700.0,1141.0,8359.0,29863.0,3520.0,918.0,16095.0,33276.0,10500.0,89.0,26965.0,108.0,1378.0,41816.0,4416.0,38099.0,6590.0,2603.0,3498.0,4272.0,1141.0,23433.0,9583.0,5651.0,92.0,265.0,3736.0,17805.0,1270518.0,3711.0
2004-03-31,12403.0,5799.0,11949.0,5145.0,658.0,277.0,34785.0,61.0,,25426.0,24734.0,12038.0,10520.0,5505.0,2659.0,3961.0,637.0,24187.0,2787.0,1488.0,5026.0,3821.0,41923.0,141481.0,7245.0,816.0,1299.0,7963.0,33294.0,3775.0,865.0,17584.0,28868.0,12267.0,68.0,31335.0,103.0,1442.0,42150.0,7229.0,41367.0,9810.0,2410.0,3577.0,4043.0,1077.0,28874.0,11821.0,6380.0,95.0,256.0,4425.0,20152.0,1390991.0,3337.0
2004-06-30,11961.0,5192.0,11547.0,5627.0,557.0,305.0,33617.0,69.0,,25736.0,22646.0,11945.0,8118.0,5366.0,2739.0,3824.0,538.0,24973.0,2249.0,1453.0,4596.0,2939.0,37146.0,138156.0,6900.0,851.0,1322.0,7858.0,38308.0,4072.0,921.0,15801.0,34074.0,11845.0,75.0,30971.0,109.0,1721.0,42027.0,7655.0,39477.0,10163.0,2218.0,3307.0,3851.0,1138.0,28446.0,9986.0,6735.0,81.0,315.0,4823.0,20263.0,1357331.0,3417.0
2004-09-30,11254.0,4805.0,12696.0,5135.0,532.0,285.0,32421.0,100.0,,26689.0,22780.0,11852.0,9693.0,4992.0,2598.0,4615.0,534.0,21901.0,2419.0,1537.0,4556.0,2365.0,33132.0,165046.0,6216.0,795.0,1334.0,7376.0,36688.0,4162.0,846.0,14367.0,31241.0,12449.0,54.0,31472.0,115.0,1842.0,42369.0,7770.0,36235.0,7567.0,2594.0,2996.0,2935.0,1079.0,27883.0,10041.0,6450.0,76.0,221.0,6155.0,20058.0,1379771.0,3271.0
2004-12-31,10686.0,5116.0,12421.0,6569.0,543.0,185.0,32472.0,145.0,,28703.0,24032.0,11081.0,9922.0,4787.0,2543.0,4935.0,623.0,24065.0,4152.0,1447.0,5386.0,2315.0,37702.0,175785.0,6400.0,822.0,1391.0,7270.0,40717.0,3995.0,823.0,15166.0,43666.0,11964.0,43.0,33429.0,145.0,1929.0,42455.0,7901.0,37918.0,8296.0,2767.0,2960.0,1938.0,1258.0,30672.0,10928.0,6772.0,72.0,106.0,6053.0,19084.0,1412979.0,3246.0
2005-03-31,9874.0,4804.0,12615.0,5378.0,488.0,190.0,29264.0,119.0,,29252.0,28091.0,11525.0,10856.0,4401.0,2598.0,6383.0,691.0,26386.0,2517.0,1536.0,6166.0,2850.0,40458.0,189605.0,5941.0,854.0,1988.0,7512.0,39689.0,3831.0,956.0,13345.0,33705.0,13159.0,30.0,34200.0,124.0,1996.0,43413.0,8046.0,40063.0,7113.0,2725.0,3000.0,1947.0,1650.0,30289.0,9763.0,7424.0,61.0,102.0,4872.0,21581.0,1616832.0,3061.0
2005-06-30,9265.0,5399.0,12192.0,7191.0,642.0,270.0,29508.0,143.0,,32428.0,25681.0,11645.0,12062.0,4647.0,2392.0,6582.0,642.0,25972.0,2337.0,1603.0,5403.0,2141.0,48131.0,191403.0,6421.0,883.0,2128.0,7524.0,43645.0,3794.0,932.0,14347.0,34483.0,14543.0,26.0,35608.0,151.0,2206.0,40884.0,8250.0,41629.0,7396.0,2631.0,3078.0,1919.0,1654.0,30215.0,8602.0,8502.0,56.0,171.0,4995.0,22305.0,1648365.0,3092.0
2005-09-30,9439.0,5322.0,15915.0,5651.0,532.0,267.0,32727.0,157.0,,31345.0,26376.0,11175.0,14029.0,5114.0,2526.0,7842.0,539.0,27665.0,2972.0,1717.0,6135.0,2130.0,40170.0,198244.0,6514.0,767.0,2462.0,7499.0,47783.0,3777.0,891.0,13501.0,31228.0,14519.0,22.0,45131.0,90.0,2221.0,39206.0,9282.0,47974.0,8639.0,2648.0,3079.0,2313.0,1615.0,34132.0,7686.0,10214.0,53.0,136.0,4307.0,22966.0,1728764.0,2945.0
2005-12-31,8974.0,5106.0,15615.0,6104.0,399.0,245.0,34581.0,167.0,,31743.0,32052.0,10264.0,14659.0,4984.0,2567.0,8463.0,377.0,25064.0,5259.0,1942.0,5594.0,2007.0,42460.0,188559.0,6081.0,838.0,2616.0,8143.0,52180.0,3662.0,1159.0,15310.0,29948.0,13934.0,18.0,50288.0,85.0,2310.0,40166.0,9177.0,48315.0,8850.0,2717.0,3431.0,3357.0,1697.0,44625.0,7384.0,11244.0,63.0,114.0,4114.0,27261.0,1745590.0,3109.0
2006-03-31,8735.0,5421.0,16291.0,5033.0,422.0,240.0,36283.0,156.0,,33671.0,29327.0,11026.0,13656.0,4622.0,2725.0,9528.0,707.0,30276.0,4779.0,1893.0,5814.0,3496.0,48623.0,212358.0,6310.0,761.0,2423.0,8482.0,57937.0,4326.0,1261.0,14116.0,30129.0,12640.0,25.0,54871.0,83.0,3900.0,41967.0,9574.0,71999.0,9569.0,2823.0,3136.0,2414.0,1683.0,44646.0,8536.0,13880.0,59.0,170.0,4608.0,33198.0,1884637.0,3039.0
2006-06-30,9387.0,5670.0,17276.0,6548.0,518.0,419.0,36330.0,142.0,,32310.0,32002.0,12578.0,15184.0,4817.0,3177.0,11136.0,527.0,22709.0,4868.0,1730.0,6246.0,2046.0,50003.0,292913.0,6396.0,870.0,1984.0,8900.0,60420.0,4071.0,1492.0,11376.0,28555.0,15432.0,17.0,58288.0,74.0,3980.0,47658.0,9602.0,58592.0,9835.0,2513.0,3015.0,2091.0,1502.0,44355.0,8158.0,15883.0,95.0,146.0,4325.0,34013.0,1972409.0,3144.0
2006-09-30,8967.0,5491.0,16711.0,7576.0,510.0,437.0,37544.0,168.0,,32918.0,45615.0,12858.0,15493.0,5785.0,3296.0,10722.0,517.0,24099.0,4889.0,1791.0,6031.0,1968.0,44199.0,297360.0,6761.0,702.0,1898.0,8823.0,62686.0,4184.0,1545.0,11809.0,26957.0,15956.0,17.0,61596.0,90.0,4001.0,46906.0,10069.0,60032.0,10070.0,2590.0,2993.0,1356.0,1756.0,39301.0,7065.0,14457.0,76.0,150.0,4462.0,35747.0,2095606.0,4713.0
2006-12-31,9451.0,5561.0,17476.0,9170.0,527.0,323.0,47717.0,155.0,,34829.0,40760.0,13250.0,15390.0,5307.0,3210.0,11618.0,575.0,26010.0,5746.0,1720.0,6971.0,1870.0,45004.0,352735.0,6781.0,780.0,1963.0,8796.0,68355.0,4373.0,1639.0,19645.0,32225.0,18142.0,44.0,70801.0,97.0,4181.0,47561.0,10137.0,62228.0,10243.0,1940.0,2975.0,1943.0,1743.0,39893.0,7666.0,12494.0,69.0,85.0,4453.0,38352.0,2225553.0,4793.0
2007-03-31,9348.0,7302.0,20454.0,7973.0,711.0,316.0,49311.0,285.0,,39631.0,48038.0,13240.0,17902.0,7004.0,3233.0,13765.0,552.0,24168.0,6611.0,1554.0,6892.0,1621.0,45659.0,378390.0,6907.0,821.0,1999.0,9555.0,88306.0,4348.0,1826.0,13882.0,30914.0,17130.0,50.0,75117.0,93.0,3729.0,49969.0,9868.0,80231.0,10291.0,2078.0,2912.0,1608.0,1759.0,44557.0,10393.0,13949.0,89.0,108.0,4798.0,39640.0,2392471.0,4032.0
2007-06-30,11441.0,6469.0,22382.0,7610.0,732.0,339.0,50045.0,334.0,,42567.0,45111.0,13745.0,23513.0,6485.0,3324.0,17796.0,419.0,23267.0,7062.0,1858.0,6775.0,1693.0,43659.0,457064.0,6838.0,917.0,1722.0,8200.0,96185.0,4875.0,1847.0,14229.0,31159.0,19634.0,65.0,84662.0,118.0,4306.0,50424.0,9871.0,102415.0,11811.0,2290.0,2580.0,1733.0,1904.0,59411.0,9862.0,16175.0,68.0,122.0,4379.0,42948.0,2516181.0,3841.0
2007-09-30,12756.0,6536.0,23416.0,8400.0,698.0,328.0,50761.0,330.0,,39010.0,48192.0,14736.0,25854.0,7311.0,3681.0,19219.0,433.0,23502.0,6764.0,2324.0,9929.0,1778.0,47297.0,429154.0,7465.0,1007.0,2331.0,7978.0,115618.0,4261.0,1802.0,13624.0,27334.0,17833.0,79.0,88650.0,124.0,4434.0,54279.0,8884.0,104201.0,12476.0,2086.0,2755.0,2837.0,1604.0,66880.0,13666.0,16198.0,66.0,322.0,4356.0,47742.0,2590942.0,4278.0
2007-12-31,12518.0,5318.0,26302.0,10089.0,644.0,355.0,51828.0,331.0,,47994.0,53838.0,15052.0,26267.0,6948.0,3968.0,20892.0,454.0,26636.0,7351.0,2454.0,9438.0,2176.0,54263.0,406831.0,7266.0,1009.0,2624.0,8367.0,133918.0,4265.0,1555.0,12932.0,28779.0,18736.0,58.0,105845.0,116.0,4688.0,55139.0,10286.0,106935.0,14889.0,2230.0,2460.0,2004.0,1632.0,70391.0,12864.0,18346.0,98.0,152.0,4327.0,52347.0,2527029.0,3870.0
2008-03-31,12110.0,6846.0,26211.0,12221.0,738.0,369.0,53568.0,312.0,,47568.0,57728.0,16046.0,31583.0,7118.0,4082.0,21933.0,522.0,29847.0,5915.0,2032.0,11626.0,2499.0,74272.0,473521.0,6889.0,1136.0,2647.0,9035.0,154503.0,4290.0,2001.0,13074.0,46052.0,20593.0,151.0,114461.0,123.0,5100.0,58290.0,11124.0,121543.0,14024.0,2418.0,2775.0,1992.0,1794.0,75198.0,12070.0,24320.0,107.0,202.0,4459.0,54469.0,2596031.0,3777.0
2008-06-30,12176.0,7177.0,28805.0,17609.0,709.0,398.0,55806.0,346.0,,53196.0,58200.0,17362.0,38104.0,6961.0,4442.0,27390.0,588.0,28797.0,5949.0,1898.0,12263.0,3298.0,77318.0,430836.0,8360.0,1170.0,7609.0,9823.0,163319.0,3989.0,1944.0,12052.0,39723.0,22359.0,248.0,115049.0,131.0,5658.0,60487.0,12094.0,123243.0,14057.0,1999.0,2811.0,2231.0,1936.0,73267.0,8934.0,22968.0,101.0,101.0,4457.0,53464.0,2416968.0,4062.0
2008-09-30,12208.0,6215.0,25908.0,12038.0,574.0,368.0,59448.0,370.0,,53677.0,59675.0,18155.0,34711.0,7047.0,4441.0,25460.0,418.0,27723.0,5735.0,1963.0,13347.0,4115.0,88763.0,386207.0,8467.0,1233.0,7982.0,9555.0,151161.0,3675.0,1672.0,11861.0,30513.0,22245.0,177.0,106238.0,140.0,5314.0,63899.0,10780.0,110937.0,15897.0,2259.0,2913.0,2179.0,2045.0,72506.0,9251.0,21409.0,198.0,395.0,4374.0,54253.0,2484366.0,3865.0
2008-12-31,10393.0,6621.0,29367.0,30176.0,804.0,219.0,56956.0,446.0,,54766.0,50807.0,17237.0,27275.0,6926.0,4137.0,20141.0,423.0,26255.0,6624.0,1827.0,11677.0,3686.0,76531.0,320200.0,8745.0,1362.0,9079.0,9184.0,138100.0,3981.0,1358.0,12569.0,26735.0,20936.0,142.0,97654.0,142.0,6241.0,61651.0,9457.0,109408.0,18035.0,2452.0,3466.0,2493.0,1921.0,69113.0,9463.0,20496.0,255.0,224.0,4416.0,55377.0,2181485.0,3687.0
2009-03-31,10106.0,6094.5,28138.0,28516.0,804.0,210.0,55854.0,385.0,,55854.0,51432.0,19714.0,24760.0,6781.0,3594.5,19983.5,529.0,25979.5,9649.0,1973.0,10739.0,2874.5,73729.5,312696.0,8459.0,1419.0,8870.0,9460.0,136874.0,4058.0,1383.0,13511.5,40146.0,19374.5,113.0,98491.5,136.0,6203.0,59564.5,9216.0,108119.0,17331.0,2498.0,3971.0,2478.0,1839.0,67440.0,10138.0,18848.5,204.0,228.0,4254.0,52684.0,2153015.0,4366.5
2009-06-30,10684.0,5555.0,28982.0,26501.0,759.0,208.0,55534.0,384.0,,49902.0,57032.0,18612.0,25080.0,6542.0,3379.0,19437.0,484.0,45901.0,13708.0,1726.0,10033.0,3356.0,76248.0,311919.0,8578.0,1462.0,9106.0,9239.0,133387.0,3929.0,1468.0,13555.0,37609.0,21120.0,104.0,93827.0,125.0,5889.0,58248.0,8596.0,106959.0,14662.0,3091.0,4162.0,2391.0,1591.0,65044.0,10901.0,18880.0,235.0,165.0,4145.0,49668.0,2174809.0,3171.0
2009-09-30,9903.5,5735.0,28840.0,24880.5,747.0,206.5,62881.5,374.0,,52819.0,54361.0,18821.0,26714.0,6792.0,3989.5,18976.0,466.0,43444.0,15025.0,1719.0,9087.5,3256.0,88941.0,346570.5,8583.0,1248.5,10892.0,10531.5,129963.0,4134.0,1280.0,12606.5,42007.0,22993.0,108.0,98214.0,122.0,5859.0,56505.5,9169.0,104592.0,14633.0,2703.0,4186.0,2516.0,1378.0,60112.0,13871.0,20404.5,225.0,202.0,4516.0,51625.0,2164200.0,3203.5
2009-12-31,8574.0,5294.0,29903.0,22396.0,710.0,597.0,59237.0,324.0,,55648.0,55077.0,19849.0,30655.0,6636.0,3059.0,19188.0,436.0,39940.0,11665.0,1676.0,7781.0,3769.0,73925.0,334349.0,8505.0,1312.0,11602.0,11475.0,125010.0,4487.0,1763.0,11961.0,46208.0,25584.0,203.0,96084.0,160.0,5345.0,53912.0,9703.0,101392.0,14233.0,1899.0,4579.0,2495.0,1269.0,56174.0,12603.0,25119.0,228.0,253.0,5090.0,49480.0,2082847.0,3397.0
