"date","MAR15","MANR24"
"2011-1",-0.0254953474776347,0.693552319032238
"2011-2",0.117832780588107,0.809953493353277
"2011-3",0.121149102447956,0.789005461731272
"2011-4",0.341637602055854,0.896449147626957
"2011-5",0.182047283566096,0.732199127346256
"2011-6",0.0477785020141027,0.576131311119402
"2011-7",-0.22970158309098,0.351948105338627
"2011-8",-0.759303541219969,-0.19317073996936
"2011-9",-1.56166034905618,-0.89384701694562
"2011-10",-0.812131196177414,-0.229614300276876
"2011-11",-0.970248507454444,-0.403079013993009
"2011-12",-1.10444138331293,-0.489905444070939
"2012-1",-0.792705117527955,-0.077168485668939
"2012-2",-0.551445466476882,0.136299517807737
"2012-3",-0.563378313917494,0.130683317783191
"2012-4",-0.665853347601658,0.0554788887709144
"2012-5",-1.33177151149586,-0.50605099207874
"2012-6",-1.16002197149975,-0.392681863065888
"2012-7",-1.18581226471749,-0.391179746252207
"2012-8",-1.06526936231582,-0.275161744208434
"2012-9",-0.954858201857297,-0.186942900638431
"2012-10",-1.01153904611811,-0.238505218199833
"2012-11",-0.947639575265526,-0.140805476370395
"2012-12",-0.823729778627512,-0.000937343459947203
"2013-1",NA,0.194100838788109
"2013-2",NA,0.160993679964614
"2013-3",NA,0.176306046555145
"2013-4",NA,0.180180191226597
"2013-5",NA,0.308507916893913
"2013-6",NA,0.0805176597220667
"2013-7",NA,0.299886996646998
"2013-8",NA,0.18473124101007
"2013-9",NA,0.39259529975014
"2013-10",NA,0.498407906864484
"2013-11",NA,0.555717489146314
"2013-12",NA,0.654369844039377
"2014-1",NA,0.451614153327898
"2014-2",NA,0.662359623382065
"2014-3",NA,0.625409463688265
"2014-4",NA,0.603388930158228
"2014-5",NA,0.6664015081437
"2014-6",NA,0.715124662678257
"2014-7",NA,0.628117556054659
"2014-8",NA,0.685782753019148
"2014-9",NA,0.43972273410086
"2014-10",NA,0.448511459661177
"2014-11",NA,0.504047482111402
"2014-12",NA,0.400497831347528
"2015-1",NA,0.158506065655784
"2015-2",NA,0.462717805393824
"2015-3",NA,0.34432510286249
"2015-4",NA,0.41603977226078
"2015-5",NA,0.390944518027406
"2015-6",NA,0.240819200900003
"2015-7",NA,0.0682083027804088
"2015-8",NA,-0.295514576267874
"2015-9",NA,-0.588519840380906
"2015-10",NA,-0.24844225570427
"2015-11",NA,-0.269661656764389
