"Currency:","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD"
"Unique Identifier: ","Z1/Z1/FL664090005.Q","Z1/Z1/FL663020003.Q","Z1/Z1/FL662051003.Q","Z1/Z1/LM664022005.Q","Z1/Z1/FL663069105.Q","Z1/Z1/LM663061105.Q","Z1/Z1/LM663061705.Q","Z1/Z1/LM663062005.Q","Z1/Z1/LM663063005.Q","Z1/Z1/FL663069005.Q","Z1/Z1/LM663092305.Q","Z1/Z1/LM663064105.Q","Z1/Z1/LM663092103.Q","Z1/Z1/FL663090005.Q","Z1/Z1/FL663070605.Q","Z1/Z1/FL663094705.Q","Z1/Z1/FL663093005.Q","Z1/Z1/FL664194005.Q","Z1/Z1/FL664190005.Q","Z1/Z1/FL662151003.Q","Z1/Z1/FL663163003.Q","Z1/Z1/FL664123005.Q","Z1/Z1/FL663168005.Q","Z1/Z1/FL663167005.Q","Z1/Z1/LM663192305.Q","Z1/Z1/FL663170003.Q","Z1/Z1/FL663178003.Q","Z1/Z1/FL663190005.Q","Z1/Z1/FL663170605.Q","Z1/Z1/FL663194705.Q","Z1/Z1/FL663193005.Q","Z1/Z1/FL663181105.Q","Z1/Z1/LM663164105.Q","Z1/Z1/LM663192103.Q","Z1/Z1/LM662090003.Q","Z1/Z1/FL663194605.Q","Z1/Z1/FL663194505.Q","Z1/Z1/FL664160000.Q","Z1/Z1/FL664166903.Q","Z1/Z1/FL664161103.Q","Z1/Z1/FL664161703.Q","Z1/Z1/FL664166203.Q","Z1/Z1/FL664166303.Q","Z1/Z1/FL664164103.Q","Z1/Z1/FL664169305.Q"
"Time Period","FL664090005.Q","FL663020003.Q","FL662051003.Q","LM664022005.Q","FL663069105.Q","LM663061105.Q","LM663061705.Q","LM663062005.Q","LM663063005.Q","FL663069005.Q","LM663092305.Q","LM663064105.Q","LM663092103.Q","FL663090005.Q","FL663070605.Q","FL663094705.Q","FL663093005.Q","FL664194005.Q","FL664190005.Q","FL662151003.Q","FL663163003.Q","FL664123005.Q","FL663168005.Q","FL663167005.Q","LM663192305.Q","FL663170003.Q","FL663178003.Q","FL663190005.Q","FL663170605.Q","FL663194705.Q","FL663193005.Q","FL663181105.Q","LM663164105.Q","LM663192103.Q","LM662090003.Q","FL663194605.Q","FL663194505.Q","FL664160000.Q","FL664166903.Q","FL664161103.Q","FL664161703.Q","FL664166203.Q","FL664166303.Q","FL664164103.Q","FL664169305.Q"
2020Q4,4198807,138428,1322113,655455,7958,211955,372182,6615,56745,664276,0,137500,0,1281035,1152081,250967,-122013,4706135,3930195,1774228,183886,1037010,132254,904756,14598,18542,6278,895653,522686,662822,-289855,775940,140295,300971,90334,244340,0,522985,253,209948,0,165,51672,128828,132119
2021Q1,4245145,136850,1238027,530737,8886,130587,325212,8640,57412,779482,0,146514,0,1413535,1297311,258283,-142059,4768794,3964662,1573634,196343,1064100,139412,924688,14924,19683,7067,1088911,683721,650436,-245246,804132,139730,320868,93779,249755,0,662332,320,265888,0,209,65439,163153,167323
2021Q2,4289165,132606,1133415,548823,11363,157157,305617,10508,64178,821352,0,145590,0,1507379,1380527,263569,-136717,4853604,4001043,1550533,204512,1097246,151993,945253,14535,15913,7738,1110566,694665,686239,-270338,852561,149897,364567,97975,240122,0,634918,307,254883,0,201,62731,156401,160395
2021Q3,4392226,137145,1211237,542767,13689,141750,307721,11854,67753,818668,0,115094,0,1567315,1468597,287728,-189010,4992869,4098426,1554707,214638,1160614,165346,995268,15280,17564,8833,1126790,739693,695881,-308784,894443,176723,377537,99623,240560,0,640951,310,257305,0,203,63327,157887,161919
2021Q4,4380278,140673,1255380,547410,16319,199700,262403,12457,56531,840033,0,105598,0,1491184,1342692,290470,-141978,4993014,4083458,1570366,217713,1182095,171295,1010800,15632,22437,6773,1068442,656935,712700,-301193,909556,167622,428354,106104,207476,0,564882,31,216990,3305,218,58328,128288,157722
2022Q1,4572680,146641,1324401,535452,22237,227898,222435,10824,52058,855467,0,75615,0,1635104,1497043,323822,-185761,5160658,4294351,1523557,260836,1311746,168311,1143435,14435,21930,6401,1155446,728767,756215,-329536,866307,136906,401356,94934,233111,0,640714,314,241518,4239,221,66575,161299,166548
2022Q2,4432482,150050,1345487,545598,15634,216847,250679,9956,52482,821227,0,8013,0,1562107,1423779,353312,-214984,4994955,4156371,1533638,249244,1264590,177202,1087388,13681,19262,6946,1069010,660919,709446,-301355,838584,111548,321038,93891,312107,0,615717,492,247259,4377,187,60907,169565,132930
2022Q3,4424155,153198,1330517,602260,23408,226282,276217,14643,61710,806810,0,47726,0,1483644,1336504,389274,-242134,5010445,4143807,1613442,223595,1202789,177739,1025050,14395,19586,6717,1063283,643153,685564,-265434,866638,105931,292044,97500,371163,0,625148,369,277006,4579,144,55714,144458,142878
2022Q4,4373062,148840,1461523,613253,19008,215874,313952,11887,52532,661462,0,47635,0,1440349,1296545,396809,-253005,4989457,4082941,1626107,236100,1138699,180411,958288,15047,20028,3878,1043082,624178,805745,-386841,906516,116996,334148,109761,345611,0,535348,111,254057,3793,134,49613,122630,105010
2023Q1,4803777,132702,1660629,784334,28288,327564,357683,10827,59972,643656,0,76095,0,1506361,1369527,397502,-260668,5416540,4501526,2018547,229311,1102615,176706,925909,14839,19109,4383,1112722,670067,821741,-379086,915014,126086,353169,117800,317959,0,630370,185,286065,2377,129,54480,159166,127968
2023Q2,4809159,136767,1637888,786956,28983,301323,373481,15255,67914,638445,0,107845,0,1501258,1363897,405802,-268441,5434082,4504411,2054434,211194,1088074,162654,925420,15077,22799,5023,1107810,668026,818146,-378362,929671,121912,389605,120083,298071,0,643506,207,276621,3219,275,56754,168187,138243
2023Q3,4757062,130134,1604169,817276,24731,312371,386972,14886,78316,635416,0,84661,0,1485406,1330100,400916,-245610,5362977,4449712,2067283,221033,1036762,172304,864458,14351,21440,5279,1083564,644662,836876,-397974,913265,119897,363950,120972,308446,0,645545,148,280975,2532,162,56709,166643,138376
2023Q4,4875773,128330,1625768,853623,19645,328712,424042,13308,67916,651439,0,116104,0,1500509,1360511,400487,-260489,5506955,4568161,2110016,236247,1062198,179418,882780,14575,18456,3984,1122685,684259,835687,-397261,938794,132622,421345,123829,260998,0,674460,91,276433,2783,178,60578,167334,167063
2024Q1,5144981,126794,1660363,940747,24904,390499,431991,15215,78138,688497,0,116797,0,1611783,1475206,500738,-364161,5808857,4830219,2280749,251019,1065376,178898,886478,15451,21266,4999,1191359,734091,867940,-410672,978638,148473,478252,128540,223373,0,709325,143,312247,2031,192,68991,187826,137895
2024Q2,5169437,119578,1708836,963214,23290,358565,482623,17802,80934,691199,0,131325,0,1555285,1431517,439291,-315523,5847639,4851097,2379471,259133,1040838,154016,886822,16505,19004,5515,1130631,688959,855340,-413668,996542,157054,498790,128027,212671,0,742545,120,314388,2069,263,71552,195497,158656
2024Q3,5508286,125655,1831800,1025133,37747,391555,511385,15913,68533,704398,0,156353,0,1664947,1528123,469214,-332390,6213792,5177843,2507732,327226,1122487,157471,965016,16735,21751,6321,1175591,721369,898377,-444155,1035949,166455,543014,131877,194603,0,747185,79,307039,3359,264,88391,185895,162158
2024Q4,5269635,127428,1689949,1028706,32025,454199,461769,15256,65457,753198,0,143212,0,1527142,1341157,469248,-283263,6067484,4928151,2335980,327339,1091472,350336,741136,17072,23055,5365,1127868,619714,879653,-371499,1139333,197533,567066,140600,234134,0,674737,183,270034,1926,186,78180,148242,175986
